latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,fuente_sensor
-33.11785,-64.88808,343.3,0.39,0.44,2017-12-10,1831,N,VIIRS,n,2,303.03,4.42,D,0,VIIRS_SNPP_SP
-32.78052,-65.17415,344.98,0.57,0.43,2017-12-10,1831,N,VIIRS,n,2,312.34,13.37,D,0,VIIRS_SNPP_SP
-32.78036,-65.17612,345.52,0.57,0.43,2017-12-10,1831,N,VIIRS,n,2,309.88,7.75,D,0,VIIRS_SNPP_SP
-32.77655,-65.17528,346.66,0.57,0.43,2017-12-10,1831,N,VIIRS,n,2,311.78,13.89,D,0,VIIRS_SNPP_SP
-32.77641,-65.17728,337.02,0.57,0.43,2017-12-10,1831,N,VIIRS,l,2,309.5,4.21,D,0,VIIRS_SNPP_SP
-32.7685,-65.17973,347.91,0.57,0.43,2017-12-10,1831,N,VIIRS,n,2,312.34,11.17,D,0,VIIRS_SNPP_SP
-32.76454,-65.18089,347.55,0.57,0.43,2017-12-10,1831,N,VIIRS,n,2,308.76,11.17,D,0,VIIRS_SNPP_SP
-32.76331,-65.17473,344.62,0.57,0.43,2017-12-10,1831,N,VIIRS,n,2,310.6,13.7,D,0,VIIRS_SNPP_SP
-32.33606,-65.5169,340.1,0.56,0.43,2017-12-10,1831,N,VIIRS,n,2,307.84,10.39,D,0,VIIRS_SNPP_SP
-31.54854,-65.26029,338.57,0.4,0.44,2017-12-10,1831,N,VIIRS,n,2,305.99,0.92,D,0,VIIRS_SNPP_SP
-32.78117,-65.18679,322.45,0.43,0.46,2017-12-11,549,N,VIIRS,n,2,290.04,3.13,N,0,VIIRS_SNPP_SP
-32.79504,-65.19249,347.14,0.39,0.36,2017-12-11,1812,N,VIIRS,n,2,316.94,5.07,D,0,VIIRS_SNPP_SP
-32.79169,-65.19324,348.01,0.39,0.36,2017-12-11,1812,N,VIIRS,n,2,316.97,15.69,D,0,VIIRS_SNPP_SP
-32.78767,-65.18983,354.33,0.39,0.36,2017-12-11,1812,N,VIIRS,n,2,315.43,25.62,D,0,VIIRS_SNPP_SP
-32.78632,-65.18149,354.98,0.39,0.36,2017-12-11,1812,N,VIIRS,n,2,322.4,25.43,D,0,VIIRS_SNPP_SP
-32.77695,-65.18792,356.46,0.39,0.36,2017-12-11,1812,N,VIIRS,n,2,315.99,9.1,D,0,VIIRS_SNPP_SP
-32.77225,-65.18035,348.82,0.39,0.36,2017-12-11,1812,N,VIIRS,n,2,316.49,10.3,D,0,VIIRS_SNPP_SP
-32.8007,-65.19814,332.33,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,289.81,5.87,N,0,VIIRS_SNPP_SP
-32.79867,-65.19534,299.38,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,287.29,5.87,N,0,VIIRS_SNPP_SP
-32.79805,-65.19968,343.18,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,293.65,5.87,N,0,VIIRS_SNPP_SP
-32.79728,-65.19748,335.36,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,294.42,5.87,N,0,VIIRS_SNPP_SP
-32.79463,-65.19899,334.11,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,291.23,5.87,N,0,VIIRS_SNPP_SP
-32.79121,-65.1983,341.19,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,292.98,4.04,N,0,VIIRS_SNPP_SP
-32.78779,-65.1976,302.3,0.4,0.37,2017-12-12,530,N,VIIRS,n,2,290.3,4.04,N,0,VIIRS_SNPP_SP
-35.7458,-66.32951,332.59,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,286.31,7.84,D,0,VIIRS_SNPP_SP
-35.65961,-66.31783,348.53,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,305.56,9.82,D,0,VIIRS_SNPP_SP
-35.65898,-66.31165,345.6,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,307.73,9.82,D,0,VIIRS_SNPP_SP
-35.6586,-66.3196,344.83,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,305.84,9.12,D,0,VIIRS_SNPP_SP
-35.65834,-66.30546,353.93,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,311.55,18.77,D,0,VIIRS_SNPP_SP
-35.65792,-66.31342,343.66,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,307.98,27.59,D,0,VIIRS_SNPP_SP
-35.65771,-66.29928,353.53,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,307.69,18.77,D,0,VIIRS_SNPP_SP
-35.65726,-66.30724,347.45,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,314.14,27.59,D,0,VIIRS_SNPP_SP
-35.65659,-66.30108,367,0.55,0.43,2017-12-12,1753,N,VIIRS,h,2,317.44,33.24,D,0,VIIRS_SNPP_SP
-35.65592,-66.2949,341.35,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,305.49,33.24,D,0,VIIRS_SNPP_SP
-35.65564,-66.31846,350.16,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,309.68,21.49,D,0,VIIRS_SNPP_SP
-35.65462,-66.32023,350.3,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,309.96,11.15,D,0,VIIRS_SNPP_SP
-35.65437,-66.30608,367,0.55,0.43,2017-12-12,1753,N,VIIRS,l,2,327.88,63.19,D,0,VIIRS_SNPP_SP
-35.65374,-66.2999,346.07,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,311.22,63.19,D,0,VIIRS_SNPP_SP
-35.65262,-66.30169,354.89,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,313.33,152.53,D,0,VIIRS_SNPP_SP
-35.65247,-66.28755,348.38,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,306.18,18.99,D,0,VIIRS_SNPP_SP
-35.65128,-66.28935,352.73,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,308.89,23.87,D,0,VIIRS_SNPP_SP
-35.65039,-66.3067,351.76,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,310.53,63.19,D,0,VIIRS_SNPP_SP
-35.64931,-66.30849,351.52,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,311.84,71.04,D,0,VIIRS_SNPP_SP
-35.64913,-66.29436,353.99,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,309.8,18.99,D,0,VIIRS_SNPP_SP
-35.6485,-66.28818,343.89,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,309.65,18.99,D,0,VIIRS_SNPP_SP
-35.64731,-66.28999,347.48,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,313.96,23.87,D,0,VIIRS_SNPP_SP
-35.646,-66.31531,348.69,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,304.06,41.2,D,0,VIIRS_SNPP_SP
-35.64534,-66.30911,351.66,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,313.26,41.2,D,0,VIIRS_SNPP_SP
-35.644,-66.29676,367,0.55,0.43,2017-12-12,1753,N,VIIRS,l,2,331.74,144,D,0,VIIRS_SNPP_SP
-35.64203,-66.31593,346.14,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,309.96,41.2,D,0,VIIRS_SNPP_SP
-35.64069,-66.30355,367,0.55,0.43,2017-12-12,1753,N,VIIRS,h,2,337.45,144,D,0,VIIRS_SNPP_SP
-35.64003,-66.29737,355.96,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,312.75,144,D,0,VIIRS_SNPP_SP
-35.63739,-66.31036,354.83,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,300.34,140.19,D,0,VIIRS_SNPP_SP
-35.63673,-66.30417,367,0.55,0.43,2017-12-12,1753,N,VIIRS,l,2,336.71,65.13,D,0,VIIRS_SNPP_SP
-35.63606,-66.29799,351.45,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,309.45,65.13,D,0,VIIRS_SNPP_SP
-35.63342,-66.31099,367,0.55,0.43,2017-12-12,1753,N,VIIRS,h,2,295.11,140.19,D,0,VIIRS_SNPP_SP
-35.63275,-66.30479,350.62,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,317.87,65.13,D,0,VIIRS_SNPP_SP
-35.63209,-66.29861,341.19,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,308.46,65.13,D,0,VIIRS_SNPP_SP
-35.6301,-66.31779,347.44,0.55,0.43,2017-12-12,1753,N,VIIRS,n,2,295.31,16.85,D,0,VIIRS_SNPP_SP
-35.25115,-65.21435,332.93,0.49,0.4,2017-12-12,1753,N,VIIRS,l,2,300.33,11.1,D,0,VIIRS_SNPP_SP
-32.80938,-65.20261,338.99,0.46,0.39,2017-12-12,1753,N,VIIRS,n,2,313.13,39.46,D,0,VIIRS_SNPP_SP
-32.80573,-65.20321,367,0.46,0.39,2017-12-12,1753,N,VIIRS,h,2,319.37,24.35,D,0,VIIRS_SNPP_SP
-32.80209,-65.20382,354.57,0.46,0.39,2017-12-12,1753,N,VIIRS,n,2,314.38,24.35,D,0,VIIRS_SNPP_SP
-32.79845,-65.20445,349.85,0.46,0.39,2017-12-12,1753,N,VIIRS,n,2,314.95,16.85,D,0,VIIRS_SNPP_SP
-32.79482,-65.20512,353.34,0.46,0.39,2017-12-12,1753,N,VIIRS,n,2,315.25,16.85,D,0,VIIRS_SNPP_SP
-32.79118,-65.20581,341.85,0.46,0.39,2017-12-12,1753,N,VIIRS,l,2,308.72,6.62,D,0,VIIRS_SNPP_SP
-32.79057,-65.20078,354.27,0.46,0.39,2017-12-12,1753,N,VIIRS,n,2,311.71,9.92,D,0,VIIRS_SNPP_SP
-32.78996,-65.19576,351.02,0.46,0.39,2017-12-12,1753,N,VIIRS,n,2,314.54,9.92,D,0,VIIRS_SNPP_SP
-32.77419,-65.18823,337.36,0.46,0.39,2017-12-12,1753,N,VIIRS,l,2,308.68,1.63,D,0,VIIRS_SNPP_SP
-32.7651,-65.17455,338.21,0.46,0.39,2017-12-12,1753,N,VIIRS,l,2,311.69,7.58,D,0,VIIRS_SNPP_SP
-32.62233,-64.79447,336.62,0.44,0.38,2017-12-12,1753,N,VIIRS,n,2,306.59,2.63,D,0,VIIRS_SNPP_SP
-34.28987,-66.39409,336.2,0.59,0.7,2017-12-13,1914,N,VIIRS,n,2,298.07,6.34,D,0,VIIRS_SNPP_SP
-34.28564,-66.39644,342.94,0.59,0.7,2017-12-13,1914,N,VIIRS,n,2,298.31,11.89,D,0,VIIRS_SNPP_SP
-34.28354,-66.39663,336.81,0.59,0.7,2017-12-13,1914,N,VIIRS,n,2,298.12,6.34,D,0,VIIRS_SNPP_SP
-34.29327,-66.37968,316.32,0.5,0.49,2017-12-14,453,N,VIIRS,n,2,286.57,2.34,N,0,VIIRS_SNPP_SP
-34.29203,-66.38509,312.03,0.5,0.49,2017-12-14,453,N,VIIRS,n,2,286.62,2.14,N,0,VIIRS_SNPP_SP
-34.2888,-66.37824,311.75,0.5,0.49,2017-12-14,453,N,VIIRS,n,2,286.28,2.34,N,0,VIIRS_SNPP_SP
-34.28756,-66.38364,312.36,0.5,0.49,2017-12-14,453,N,VIIRS,n,2,286.34,2.14,N,0,VIIRS_SNPP_SP
-34.28432,-66.3768,296.46,0.5,0.49,2017-12-14,453,N,VIIRS,n,2,285.14,0.4,N,0,VIIRS_SNPP_SP
-34.28308,-66.3822,296.13,0.5,0.49,2017-12-14,453,N,VIIRS,n,2,285.5,0.74,N,0,VIIRS_SNPP_SP
-34.29343,-66.38087,311.88,0.79,0.78,2017-12-14,634,N,VIIRS,n,2,284.12,2.47,N,0,VIIRS_SNPP_SP
-34.2876,-66.37538,297.01,0.79,0.78,2017-12-14,634,N,VIIRS,n,2,283.29,0.89,N,0,VIIRS_SNPP_SP
-34.28739,-66.38484,295.29,0.79,0.78,2017-12-14,634,N,VIIRS,n,2,283.77,1.36,N,0,VIIRS_SNPP_SP
-34.28598,-66.38044,296.91,0.79,0.78,2017-12-14,634,N,VIIRS,n,2,283.62,0.72,N,0,VIIRS_SNPP_SP
-34.2926,-66.39422,330.28,0.6,0.7,2017-12-14,1715,N,VIIRS,n,2,297.63,6.46,D,0,VIIRS_SNPP_SP
-34.28833,-66.39322,332.66,0.6,0.7,2017-12-14,1715,N,VIIRS,n,2,298.49,11.74,D,0,VIIRS_SNPP_SP
-32.35902,-65.96938,336.16,0.55,0.68,2017-12-14,1716,N,VIIRS,n,2,307.69,2.33,D,0,VIIRS_SNPP_SP
-32.5935,-65.50353,340.82,0.41,0.6,2017-12-14,1856,N,VIIRS,l,2,311.37,12.59,D,0,VIIRS_SNPP_SP
-32.59134,-65.5081,343.36,0.41,0.6,2017-12-14,1856,N,VIIRS,n,2,308.27,7.05,D,0,VIIRS_SNPP_SP
-32.59023,-65.50379,352.26,0.41,0.6,2017-12-14,1856,N,VIIRS,n,2,308.14,7.05,D,0,VIIRS_SNPP_SP
-32.47203,-64.88685,333.06,0.44,0.63,2017-12-14,1856,N,VIIRS,n,2,299.96,1.83,D,0,VIIRS_SNPP_SP
-33.81303,-64.65913,346.16,0.47,0.48,2017-12-15,1837,N,VIIRS,n,2,316.52,6.73,D,0,VIIRS_SNPP_SP
-33.80869,-64.66047,346.02,0.47,0.48,2017-12-15,1837,N,VIIRS,n,2,315.06,12.73,D,0,VIIRS_SNPP_SP
-33.13486,-65.41885,367,0.44,0.46,2017-12-15,1837,N,VIIRS,l,2,325.23,89.36,D,0,VIIRS_SNPP_SP
-33.13052,-65.41957,367,0.44,0.46,2017-12-15,1837,N,VIIRS,h,2,318.56,57.44,D,0,VIIRS_SNPP_SP
-33.12621,-65.42046,349.15,0.44,0.46,2017-12-15,1837,N,VIIRS,n,2,311.12,57.44,D,0,VIIRS_SNPP_SP
-33.12521,-65.41573,343.76,0.44,0.46,2017-12-15,1837,N,VIIRS,n,2,309.25,23.09,D,0,VIIRS_SNPP_SP
-33.12193,-65.42147,338.35,0.44,0.46,2017-12-15,1837,N,VIIRS,n,2,305.78,9.84,D,0,VIIRS_SNPP_SP
-33.12093,-65.41673,343.89,0.44,0.46,2017-12-15,1837,N,VIIRS,n,2,305.69,34.36,D,0,VIIRS_SNPP_SP
-32.5909,-65.50264,346.58,0.45,0.47,2017-12-15,1837,N,VIIRS,n,2,315.89,16.14,D,0,VIIRS_SNPP_SP
-32.38529,-65.13844,342.72,0.47,0.48,2017-12-15,1837,N,VIIRS,n,2,311.77,7.35,D,0,VIIRS_SNPP_SP
-32.24669,-65.30445,338.73,0.46,0.47,2017-12-15,1837,N,VIIRS,n,2,305.03,1.43,D,0,VIIRS_SNPP_SP
-33.14283,-65.41687,304.52,0.76,0.77,2017-12-16,416,N,VIIRS,n,2,289.91,6.72,N,0,VIIRS_SNPP_SP
-33.14007,-65.42191,308.23,0.76,0.77,2017-12-16,416,N,VIIRS,n,2,290.3,9.12,N,0,VIIRS_SNPP_SP
-33.13951,-65.42749,306.79,0.76,0.77,2017-12-16,416,N,VIIRS,n,2,290.05,6.72,N,0,VIIRS_SNPP_SP
-33.13746,-65.40494,312.12,0.76,0.77,2017-12-16,416,N,VIIRS,n,2,290.79,11.03,N,0,VIIRS_SNPP_SP
-33.13726,-65.40962,367,0.76,0.77,2017-12-16,416,N,VIIRS,h,2,292.88,20.27,N,0,VIIRS_SNPP_SP
-33.1348,-65.41358,367,0.76,0.77,2017-12-16,416,N,VIIRS,h,2,292.8,9.12,N,0,VIIRS_SNPP_SP
-33.13444,-65.41863,315.36,0.76,0.77,2017-12-16,416,N,VIIRS,n,2,290.72,6.72,N,0,VIIRS_SNPP_SP
-33.13197,-65.42283,302.15,0.76,0.77,2017-12-16,416,N,VIIRS,n,2,290.79,9.12,N,0,VIIRS_SNPP_SP
-33.14545,-65.41102,320.45,0.51,0.5,2017-12-16,556,N,VIIRS,n,2,291.59,2.97,N,0,VIIRS_SNPP_SP
-33.14445,-65.42221,306.36,0.51,0.5,2017-12-16,556,N,VIIRS,n,2,290.74,0.79,N,0,VIIRS_SNPP_SP
-33.14092,-65.40914,325.06,0.51,0.5,2017-12-16,556,N,VIIRS,n,2,293.47,3.18,N,0,VIIRS_SNPP_SP
-33.14043,-65.41474,319.61,0.51,0.5,2017-12-16,556,N,VIIRS,n,2,292.04,3.18,N,0,VIIRS_SNPP_SP
-33.13993,-65.42029,305.36,0.51,0.5,2017-12-16,556,N,VIIRS,n,2,291.52,2.49,N,0,VIIRS_SNPP_SP
-33.13589,-65.41302,316.47,0.51,0.5,2017-12-16,556,N,VIIRS,n,2,292.34,3.18,N,0,VIIRS_SNPP_SP
-33.14238,-65.42667,344.96,0.41,0.37,2017-12-16,1818,N,VIIRS,n,2,313.01,6.12,D,0,VIIRS_SNPP_SP
-33.12354,-66.10317,341.42,0.4,0.37,2017-12-16,1818,N,VIIRS,l,2,315.91,9.94,D,0,VIIRS_SNPP_SP
-33.12282,-66.09886,349.1,0.4,0.37,2017-12-16,1818,N,VIIRS,n,2,320.99,9.94,D,0,VIIRS_SNPP_SP
-32.63078,-65.17422,349.42,0.42,0.38,2017-12-16,1818,N,VIIRS,n,2,315.68,12,D,0,VIIRS_SNPP_SP
-32.63017,-65.17217,346.38,0.42,0.38,2017-12-16,1818,N,VIIRS,l,2,316.86,11.08,D,0,VIIRS_SNPP_SP
-31.58611,-64.50732,351.31,0.46,0.39,2017-12-16,1819,N,VIIRS,n,2,322.11,41.75,D,0,VIIRS_SNPP_SP
-35.03941,-64.65981,347.24,0.41,0.37,2017-12-17,1759,N,VIIRS,l,2,319.18,8.42,D,0,VIIRS_SNPP_SP
-35.0388,-64.65528,350.01,0.41,0.37,2017-12-17,1759,N,VIIRS,l,2,316.76,8.42,D,0,VIIRS_SNPP_SP
-35.03597,-64.6605,352.85,0.41,0.37,2017-12-17,1759,N,VIIRS,l,2,320.22,8.42,D,0,VIIRS_SNPP_SP
-35.03535,-64.65597,350.86,0.41,0.37,2017-12-17,1759,N,VIIRS,l,2,313.03,8.42,D,0,VIIRS_SNPP_SP
-34.09575,-66.77914,344.76,0.47,0.4,2017-12-17,1759,N,VIIRS,n,2,309.62,5.28,D,0,VIIRS_SNPP_SP
-31.48379,-64.35181,297.11,0.39,0.36,2017-12-18,517,N,VIIRS,n,2,285.39,0.35,N,2,VIIRS_SNPP_SP
-32.804,-67.46061,302.49,0.51,0.49,2017-12-19,459,N,VIIRS,n,2,289.48,0.21,N,0,VIIRS_SNPP_SP
-32.78468,-65.28236,308.37,0.39,0.44,2017-12-19,459,N,VIIRS,n,2,268.1,0.37,N,0,VIIRS_SNPP_SP
-32.43196,-64.48954,333.65,0.37,0.58,2017-12-19,1722,N,VIIRS,n,2,283.41,1.29,D,0,VIIRS_SNPP_SP
-33.51943,-67.41585,340.05,0.37,0.58,2017-12-19,1902,N,VIIRS,n,2,304.81,0.74,D,0,VIIRS_SNPP_SP
-31.40328,-66.56063,347.81,0.5,0.49,2017-12-20,1844,N,VIIRS,n,2,310.81,8.26,D,0,VIIRS_SNPP_SP
-31.40326,-66.5629,343.79,0.5,0.49,2017-12-20,1844,N,VIIRS,n,2,310.65,8.62,D,0,VIIRS_SNPP_SP
-31.92414,-65.05765,307.42,0.53,0.42,2017-12-22,543,N,VIIRS,n,2,290.12,1.14,N,0,VIIRS_SNPP_SP
-32.61232,-65.78315,340.8,0.39,0.36,2017-12-22,1806,N,VIIRS,n,2,306.69,3.83,D,0,VIIRS_SNPP_SP
-32.49317,-65.82433,338.67,0.38,0.44,2017-12-23,1747,N,VIIRS,n,2,298.79,3.87,D,0,VIIRS_SNPP_SP
-31.48169,-64.35295,296.92,0.47,0.4,2017-12-24,505,N,VIIRS,n,2,285.93,0.72,N,2,VIIRS_SNPP_SP
-34.76992,-65.15707,330.52,0.63,0.72,2017-12-25,1708,N,VIIRS,n,2,298.9,3.1,D,0,VIIRS_SNPP_SP
-34.79995,-67.70575,367,0.45,0.47,2017-12-25,1849,N,VIIRS,h,2,343.32,211.19,D,0,VIIRS_SNPP_SP
-34.79887,-67.70083,351.69,0.45,0.47,2017-12-25,1849,N,VIIRS,l,2,332.41,130.63,D,0,VIIRS_SNPP_SP
-34.79459,-67.70218,348.65,0.45,0.47,2017-12-25,1849,N,VIIRS,n,2,318.29,130.63,D,0,VIIRS_SNPP_SP
-34.7914,-67.70846,346.96,0.45,0.47,2017-12-25,1849,N,VIIRS,l,2,320.4,7.64,D,0,VIIRS_SNPP_SP
-34.79047,-67.70676,346.57,0.45,0.47,2017-12-25,1849,N,VIIRS,l,2,319.23,8.36,D,0,VIIRS_SNPP_SP
-35.0362,-66.25535,342.67,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,311.89,48.01,D,0,VIIRS_SNPP_SP
-35.03525,-66.2502,350.96,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,312.09,7.71,D,0,VIIRS_SNPP_SP
-35.03483,-66.25812,351.36,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,318.48,30.8,D,0,VIIRS_SNPP_SP
-35.03429,-66.24505,340.35,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,309.9,7.71,D,0,VIIRS_SNPP_SP
-35.03386,-66.25297,354.28,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,316.46,15.03,D,0,VIIRS_SNPP_SP
-35.03287,-66.24782,354.67,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,314.31,15.03,D,0,VIIRS_SNPP_SP
-35.03257,-66.25636,353.77,0.47,0.4,2017-12-26,1830,N,VIIRS,n,2,321.7,48.01,D,0,VIIRS_SNPP_SP
-34.94226,-67.77752,351.18,0.42,0.38,2017-12-26,1830,N,VIIRS,n,2,319.26,6.18,D,0,VIIRS_SNPP_SP
-35.07327,-65.57053,353.92,0.38,0.36,2017-12-27,1811,N,VIIRS,l,2,326.17,38.96,D,0,VIIRS_SNPP_SP
-34.59657,-65.46489,335.77,0.38,0.36,2017-12-27,1812,N,VIIRS,n,2,308.33,6.72,D,0,VIIRS_SNPP_SP
-34.59591,-65.46068,337.37,0.38,0.36,2017-12-27,1812,N,VIIRS,n,2,311.57,6.72,D,0,VIIRS_SNPP_SP
-33.1237,-65.67455,337.76,0.39,0.36,2017-12-27,1812,N,VIIRS,n,2,300.79,4.04,D,0,VIIRS_SNPP_SP
-34.62539,-65.45975,309.46,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,289.79,1.35,N,0,VIIRS_SNPP_SP
-34.62477,-65.46425,334.39,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.58,4.8,N,0,VIIRS_SNPP_SP
-34.62453,-65.45678,307.76,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.49,3.83,N,0,VIIRS_SNPP_SP
-34.62391,-65.46128,337.78,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,293.35,3.83,N,0,VIIRS_SNPP_SP
-34.62328,-65.46578,325.19,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.58,5.21,N,0,VIIRS_SNPP_SP
-34.62046,-65.46058,322.64,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.35,1.65,N,0,VIIRS_SNPP_SP
-34.61983,-65.46508,299.86,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,289.08,1.01,N,0,VIIRS_SNPP_SP
-34.6145,-65.47789,304.79,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.87,1.03,N,0,VIIRS_SNPP_SP
-34.61387,-65.48238,311.01,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.03,1.04,N,0,VIIRS_SNPP_SP
-34.61043,-65.48169,329.97,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.78,2.49,N,0,VIIRS_SNPP_SP
-34.59667,-65.47889,325.53,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,290.37,1.23,N,0,VIIRS_SNPP_SP
-34.59604,-65.48338,300.21,0.41,0.37,2017-12-28,531,N,VIIRS,n,2,289.23,1.23,N,0,VIIRS_SNPP_SP
-33.29162,-66.38748,314.24,0.39,0.36,2017-12-28,531,N,VIIRS,n,2,291.37,1.75,N,0,VIIRS_SNPP_SP
-34.63182,-65.45965,342.55,0.49,0.4,2017-12-28,1753,N,VIIRS,n,2,309.85,14.4,D,0,VIIRS_SNPP_SP
-34.63119,-65.45421,346.58,0.49,0.4,2017-12-28,1753,N,VIIRS,n,2,311.55,14.83,D,0,VIIRS_SNPP_SP
-34.62742,-65.45483,349.11,0.49,0.4,2017-12-28,1753,N,VIIRS,n,2,318.63,28.51,D,0,VIIRS_SNPP_SP
-34.62366,-65.45547,339.68,0.49,0.4,2017-12-28,1753,N,VIIRS,l,2,309.81,28.51,D,0,VIIRS_SNPP_SP
-34.10844,-66.42927,348.42,0.54,0.42,2017-12-28,1753,N,VIIRS,n,2,307.96,10.08,D,0,VIIRS_SNPP_SP
-34.10518,-66.43585,355.9,0.54,0.42,2017-12-28,1753,N,VIIRS,l,2,300.12,9.36,D,0,VIIRS_SNPP_SP
-34.10452,-66.4299,336.53,0.54,0.42,2017-12-28,1753,N,VIIRS,n,2,308.18,9.36,D,0,VIIRS_SNPP_SP
-31.41696,-64.44431,300.82,0.42,0.38,2017-12-29,511,N,VIIRS,n,2,290.49,1.16,N,0,VIIRS_SNPP_SP
-31.41481,-64.44243,323.45,0.42,0.38,2017-12-29,511,N,VIIRS,n,2,291.87,2.37,N,0,VIIRS_SNPP_SP
-31.41352,-64.44341,320.57,0.42,0.38,2017-12-29,511,N,VIIRS,n,2,291.66,1.16,N,0,VIIRS_SNPP_SP
-34.64086,-65.44302,325.82,0.42,0.37,2017-12-29,512,N,VIIRS,n,2,294.17,1.8,N,0,VIIRS_SNPP_SP
-34.64004,-65.44756,314.46,0.42,0.37,2017-12-29,512,N,VIIRS,n,2,293.75,1.8,N,0,VIIRS_SNPP_SP
-34.63904,-65.43302,324.64,0.42,0.37,2017-12-29,512,N,VIIRS,n,2,294.05,1.62,N,0,VIIRS_SNPP_SP
-34.63823,-65.43756,307.46,0.42,0.37,2017-12-29,512,N,VIIRS,n,2,293.07,1.62,N,0,VIIRS_SNPP_SP
-34.6366,-65.44666,330.39,0.42,0.37,2017-12-29,512,N,VIIRS,n,2,294.77,2.75,N,0,VIIRS_SNPP_SP
-34.10292,-66.42528,313.98,0.45,0.39,2017-12-29,512,N,VIIRS,n,2,291.53,2.49,N,0,VIIRS_SNPP_SP
-34.10205,-66.42822,334.29,0.45,0.39,2017-12-29,512,N,VIIRS,n,2,293.39,3.11,N,0,VIIRS_SNPP_SP
-34.10198,-66.43019,333.96,0.45,0.39,2017-12-29,512,N,VIIRS,n,2,293.86,2.49,N,0,VIIRS_SNPP_SP
-34.10113,-66.43317,320.61,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,293.72,3.11,N,0,VIIRS_SNPP_SP
-34.0993,-66.44306,304.85,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,292.51,4.18,N,0,VIIRS_SNPP_SP
-34.09756,-66.43214,333.2,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,294.69,3.11,N,0,VIIRS_SNPP_SP
-34.09664,-66.4371,341.93,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,294.96,4.18,N,0,VIIRS_SNPP_SP
-34.09572,-66.44205,343.15,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,294.55,4.18,N,0,VIIRS_SNPP_SP
-34.09214,-66.44104,301.62,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,291.12,0.6,N,0,VIIRS_SNPP_SP
-33.29298,-66.38748,314.42,0.46,0.39,2017-12-29,512,N,VIIRS,n,2,292.83,2.77,N,0,VIIRS_SNPP_SP
