latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type,fuente_sensor
-32.733,-64.93298,342.8,0.53,0.42,2012-01-24,1746,N,VIIRS,n,2,301.59,8.36,D,0,VIIRS_SNPP_SP
-31.44299,-64.3735,299.12,0.48,0.4,2012-01-25,504,N,VIIRS,n,2,286.73,1.14,N,0,VIIRS_SNPP_SP
-33.97207,-66.19148,330.4,0.39,0.6,2012-01-25,1727,N,VIIRS,l,2,300.79,0.92,D,0,VIIRS_SNPP_SP
-32.41838,-65.2197,331.2,0.63,0.72,2012-01-26,1708,N,VIIRS,n,2,294.83,2.79,D,0,VIIRS_SNPP_SP
-32.42552,-65.20713,339.69,0.34,0.56,2012-01-26,1849,N,VIIRS,n,2,304.76,2.65,D,0,VIIRS_SNPP_SP
-32.42217,-65.21601,330.05,0.34,0.56,2012-01-26,1849,N,VIIRS,l,2,300.94,2.75,D,0,VIIRS_SNPP_SP
-32.42041,-65.2088,334.39,0.34,0.56,2012-01-26,1849,N,VIIRS,n,2,301.03,2.65,D,0,VIIRS_SNPP_SP
-32.41706,-65.21769,336.97,0.34,0.56,2012-01-26,1849,N,VIIRS,n,2,300.17,3.04,D,0,VIIRS_SNPP_SP
-32.41618,-65.21408,356.37,0.34,0.56,2012-01-26,1849,N,VIIRS,n,2,302.34,3.04,D,0,VIIRS_SNPP_SP
-31.41398,-67.43905,346.2,0.54,0.51,2012-01-26,1849,N,VIIRS,n,2,311.93,14.34,D,0,VIIRS_SNPP_SP
-31.40937,-67.44051,347.19,0.54,0.51,2012-01-26,1849,N,VIIRS,n,2,312.01,17.66,D,0,VIIRS_SNPP_SP
-31.80488,-65.84666,340.49,0.54,0.42,2012-01-27,1830,N,VIIRS,l,2,311.92,5.36,D,0,VIIRS_SNPP_SP
-31.71442,-64.38844,330.77,0.41,0.37,2012-01-29,529,N,VIIRS,n,2,294.11,5.84,N,0,VIIRS_SNPP_SP
-31.7138,-64.39282,301.21,0.41,0.37,2012-01-29,529,N,VIIRS,n,2,289.27,7.03,N,0,VIIRS_SNPP_SP
-31.71096,-64.3878,328.89,0.41,0.37,2012-01-29,529,N,VIIRS,n,2,292.1,5.84,N,0,VIIRS_SNPP_SP
-33.93163,-65.90321,347.87,0.61,0.54,2012-01-30,1733,N,VIIRS,n,2,300.82,16.72,D,0,VIIRS_SNPP_SP
-33.92659,-65.90371,338.13,0.61,0.54,2012-01-30,1733,N,VIIRS,n,2,302.79,16.72,D,0,VIIRS_SNPP_SP
-33.92155,-65.9042,331.02,0.61,0.54,2012-01-30,1733,N,VIIRS,n,2,303.69,16.61,D,0,VIIRS_SNPP_SP
-33.91704,-65.91151,341.88,0.61,0.54,2012-01-30,1733,N,VIIRS,n,2,298.49,8.54,D,0,VIIRS_SNPP_SP
-33.91652,-65.90469,367,0.61,0.54,2012-01-30,1733,N,VIIRS,h,2,301.16,16.61,D,0,VIIRS_SNPP_SP
-33.91149,-65.9052,353.77,0.61,0.54,2012-01-30,1733,N,VIIRS,n,2,299.42,24.96,D,0,VIIRS_SNPP_SP
-33.91097,-65.8984,338.99,0.61,0.54,2012-01-30,1733,N,VIIRS,n,2,298.96,24.96,D,0,VIIRS_SNPP_SP
-33.90791,-65.85783,331.21,0.61,0.53,2012-01-30,1733,N,VIIRS,l,2,302.49,6.57,D,0,VIIRS_SNPP_SP
-33.89439,-65.86198,301.39,0.49,0.49,2012-01-31,452,N,VIIRS,n,2,279.77,2.48,N,0,VIIRS_SNPP_SP
-33.89321,-65.86726,346.88,0.49,0.49,2012-01-31,452,N,VIIRS,n,2,286.03,11.12,N,0,VIIRS_SNPP_SP
-35.05756,-67.70403,331.5,0.53,0.5,2012-01-31,1854,N,VIIRS,l,2,302.59,3.19,D,0,VIIRS_SNPP_SP
-33.50977,-65.39321,338.29,0.38,0.59,2012-01-31,1855,N,VIIRS,n,2,303.43,3.24,D,0,VIIRS_SNPP_SP
-33.50951,-65.39468,330.99,0.38,0.59,2012-01-31,1855,N,VIIRS,l,2,301.73,2.79,D,0,VIIRS_SNPP_SP
-33.34784,-66.36296,350.22,0.38,0.43,2012-02-01,1836,N,VIIRS,n,2,297.58,13.29,D,0,VIIRS_SNPP_SP
-33.34387,-66.36413,335.5,0.38,0.43,2012-02-01,1836,N,VIIRS,n,2,295.31,3.5,D,0,VIIRS_SNPP_SP
-34.98114,-64.94344,334.3,0.41,0.37,2012-02-02,1817,N,VIIRS,l,2,307.38,2.09,D,0,VIIRS_SNPP_SP
-34.98037,-64.93897,333.28,0.41,0.37,2012-02-02,1817,N,VIIRS,l,2,307.47,1.98,D,0,VIIRS_SNPP_SP
-34.14669,-65.20937,300.7,0.46,0.39,2012-02-03,536,N,VIIRS,n,2,288.37,0.62,N,0,VIIRS_SNPP_SP
-34.14606,-65.21442,300.72,0.46,0.39,2012-02-03,536,N,VIIRS,n,2,288.44,0.62,N,0,VIIRS_SNPP_SP
-34.14414,-65.20231,305.98,0.39,0.36,2012-02-04,517,N,VIIRS,n,2,293.81,0.58,N,0,VIIRS_SNPP_SP
-32.8445,-64.56388,333.62,0.38,0.59,2012-02-05,1721,N,VIIRS,n,2,298.54,2.37,D,0,VIIRS_SNPP_SP
-35.16873,-66.90231,300.98,0.54,0.5,2012-02-07,601,N,VIIRS,n,2,290.91,0.07,N,0,VIIRS_SNPP_SP
-34.85421,-64.64751,304.6,0.36,0.57,2012-02-07,601,N,VIIRS,n,2,291.51,0.15,N,0,VIIRS_SNPP_SP
-33.78682,-64.83167,301.01,0.34,0.56,2012-02-07,601,N,VIIRS,n,2,290.26,0.08,N,0,VIIRS_SNPP_SP
-32.17786,-67.13309,301.82,0.48,0.48,2012-02-07,601,N,VIIRS,n,2,278.54,0.89,N,0,VIIRS_SNPP_SP
-31.94249,-64.9423,306.02,0.32,0.55,2012-02-07,601,N,VIIRS,n,2,281.3,0.12,N,0,VIIRS_SNPP_SP
-33.12057,-64.30688,336.35,0.51,0.41,2012-02-07,1823,N,VIIRS,n,2,306.08,4.92,D,0,VIIRS_SNPP_SP
-34.88095,-66.47086,303.76,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,283.07,1.55,N,0,VIIRS_SNPP_SP
-34.88031,-66.4762,298.56,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,284.06,1.25,N,0,VIIRS_SNPP_SP
-34.87722,-66.47019,324.37,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,285.73,1.55,N,0,VIIRS_SNPP_SP
-34.87658,-66.47553,318.35,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,284.26,1.25,N,0,VIIRS_SNPP_SP
-34.87349,-66.46953,328.88,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,288.6,2.95,N,0,VIIRS_SNPP_SP
-34.87284,-66.47488,305.34,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,285.69,2.21,N,0,VIIRS_SNPP_SP
-34.87221,-66.48022,312.98,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,286.11,2.21,N,0,VIIRS_SNPP_SP
-34.86975,-66.46887,329.06,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,290.64,2.95,N,0,VIIRS_SNPP_SP
-34.86912,-66.47421,310.12,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,288.2,2.21,N,0,VIIRS_SNPP_SP
-34.86848,-66.47955,329.1,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,289.58,2.21,N,0,VIIRS_SNPP_SP
-34.86538,-66.47355,331.46,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,291.25,3.21,N,0,VIIRS_SNPP_SP
-34.86475,-66.4789,311.96,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,289.06,3.21,N,0,VIIRS_SNPP_SP
-34.86411,-66.48423,322.65,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,289.77,3.47,N,0,VIIRS_SNPP_SP
-34.86165,-66.4729,334.58,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,292.31,3.21,N,0,VIIRS_SNPP_SP
-34.86038,-66.48357,335.46,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,293.01,3.47,N,0,VIIRS_SNPP_SP
-34.85792,-66.47224,326.2,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,291.48,3.76,N,0,VIIRS_SNPP_SP
-34.85666,-66.4829,323.67,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,291.85,1.88,N,0,VIIRS_SNPP_SP
-34.85602,-66.48824,304.43,0.48,0.4,2012-02-08,542,N,VIIRS,n,2,285.65,1.88,N,0,VIIRS_SNPP_SP
-35.01128,-66.91544,331.76,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.28,3.41,N,0,VIIRS_SNPP_SP
-35.01065,-66.92059,322.34,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293,2.57,N,0,VIIRS_SNPP_SP
-35.00948,-66.91376,333.4,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.66,3.4,N,0,VIIRS_SNPP_SP
-35.00883,-66.9189,323.12,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.2,3.4,N,0,VIIRS_SNPP_SP
-35.00818,-66.92404,327.77,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.22,5.24,N,0,VIIRS_SNPP_SP
-35.00761,-66.91477,331.58,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.59,3.41,N,0,VIIRS_SNPP_SP
-35.00698,-66.91993,328.03,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.5,2.57,N,0,VIIRS_SNPP_SP
-35.00636,-66.92508,326.79,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,292.94,2.57,N,0,VIIRS_SNPP_SP
-35.00581,-66.91308,334.06,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,294.07,3.4,N,0,VIIRS_SNPP_SP
-35.00451,-66.92339,347.46,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,296.01,5.24,N,0,VIIRS_SNPP_SP
-35.00395,-66.91409,327.49,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.89,2.48,N,0,VIIRS_SNPP_SP
-35.00269,-66.92441,338.2,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,296.24,4.76,N,0,VIIRS_SNPP_SP
-35.00085,-66.92271,321.15,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.27,2.64,N,0,VIIRS_SNPP_SP
-35.0002,-66.92785,334.88,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.31,2.64,N,0,VIIRS_SNPP_SP
-34.99903,-66.92373,322.84,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.92,4.76,N,0,VIIRS_SNPP_SP
-34.99841,-66.92888,328.76,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.45,3.84,N,0,VIIRS_SNPP_SP
-34.99654,-66.92719,315.9,0.46,0.39,2012-02-08,543,N,VIIRS,n,2,293.04,2.64,N,0,VIIRS_SNPP_SP
-35.02007,-66.924,350.98,0.43,0.38,2012-02-08,1804,N,VIIRS,l,2,322.51,6.79,D,0,VIIRS_SNPP_SP
-35.01947,-66.91922,351.21,0.43,0.38,2012-02-08,1804,N,VIIRS,l,2,324.36,6.79,D,0,VIIRS_SNPP_SP
-35.00526,-66.89261,356.26,0.43,0.38,2012-02-08,1804,N,VIIRS,n,2,324.44,23.18,D,0,VIIRS_SNPP_SP
-34.85923,-66.50499,347.55,0.42,0.38,2012-02-08,1804,N,VIIRS,l,2,319.28,5.73,D,0,VIIRS_SNPP_SP
-34.68616,-66.18031,334.49,0.41,0.37,2012-02-08,1804,N,VIIRS,n,2,308.03,0.35,D,0,VIIRS_SNPP_SP
-33.98119,-66.71368,305.01,0.39,0.36,2012-02-09,523,N,VIIRS,n,2,284.33,1.3,N,0,VIIRS_SNPP_SP
-33.66736,-67.47635,300.03,0.4,0.37,2012-02-09,523,N,VIIRS,n,2,289.18,0.05,N,0,VIIRS_SNPP_SP
-33.21175,-65.51763,300.98,0.38,0.36,2012-02-09,523,N,VIIRS,n,2,286.57,0.24,N,0,VIIRS_SNPP_SP
-33.09356,-67.79625,300.1,0.41,0.37,2012-02-09,523,N,VIIRS,n,2,289.36,0.07,N,0,VIIRS_SNPP_SP
-32.32352,-66.1535,305.55,0.39,0.36,2012-02-09,523,N,VIIRS,n,2,288.84,0.13,N,0,VIIRS_SNPP_SP
-32.10374,-65.63184,301.43,0.38,0.36,2012-02-09,523,N,VIIRS,n,2,288.51,0.65,N,0,VIIRS_SNPP_SP
-31.78515,-66.50809,304.8,0.39,0.37,2012-02-09,523,N,VIIRS,n,2,284.53,0.4,N,0,VIIRS_SNPP_SP
-31.43436,-66.94295,301.37,0.4,0.37,2012-02-09,523,N,VIIRS,n,2,271.82,0.39,N,0,VIIRS_SNPP_SP
-32.99384,-67.29486,332.79,0.47,0.48,2012-02-09,1746,N,VIIRS,n,2,302.77,1.43,D,0,VIIRS_SNPP_SP
-32.50387,-67.38338,342.53,0.47,0.48,2012-02-09,1746,N,VIIRS,n,2,306.01,2.39,D,0,VIIRS_SNPP_SP
-31.89376,-67.22395,301.26,0.43,0.46,2012-02-10,504,N,VIIRS,n,2,288.62,0.2,N,0,VIIRS_SNPP_SP
-35.04827,-64.6487,298.72,0.44,0.38,2012-02-10,505,N,VIIRS,n,2,282.9,0.11,N,0,VIIRS_SNPP_SP
-34.24633,-65.55781,331.96,0.36,0.57,2012-02-10,1727,N,VIIRS,l,2,306.7,2.71,D,0,VIIRS_SNPP_SP
-33.81512,-66.59332,340.34,0.47,0.4,2012-02-12,1830,N,VIIRS,l,2,314.75,8.06,D,0,VIIRS_SNPP_SP
-35.03783,-66.1452,304.08,0.4,0.44,2012-02-13,549,N,VIIRS,n,2,286.74,0.75,N,0,VIIRS_SNPP_SP
-34.646,-66.48676,307.97,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,284.08,1.96,N,0,VIIRS_SNPP_SP
-34.64394,-66.50557,328.17,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,281.4,3.32,N,0,VIIRS_SNPP_SP
-34.64197,-66.48616,321.12,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.02,1.96,N,0,VIIRS_SNPP_SP
-34.6399,-66.50498,311.05,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,283.41,3.32,N,0,VIIRS_SNPP_SP
-34.63793,-66.48557,324.48,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.29,3.57,N,0,VIIRS_SNPP_SP
-34.6339,-66.48497,326.75,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.67,3.57,N,0,VIIRS_SNPP_SP
-34.63183,-66.50381,333.51,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.37,7.45,N,0,VIIRS_SNPP_SP
-34.62986,-66.48438,319.13,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.53,3.18,N,0,VIIRS_SNPP_SP
-34.6278,-66.50322,319.72,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.15,12.7,N,0,VIIRS_SNPP_SP
-34.62712,-66.50948,327.91,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,285.44,12.7,N,0,VIIRS_SNPP_SP
-34.62582,-66.48379,319.82,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.81,3.18,N,0,VIIRS_SNPP_SP
-34.62309,-66.50889,344.02,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,287.82,12.7,N,0,VIIRS_SNPP_SP
-34.62179,-66.4832,316.65,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.56,1.89,N,0,VIIRS_SNPP_SP
-34.61906,-66.5083,330.75,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,294.62,53,N,0,VIIRS_SNPP_SP
-34.61838,-66.51454,309.71,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,281.96,16.94,N,0,VIIRS_SNPP_SP
-34.61775,-66.48261,306.17,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.44,1.89,N,0,VIIRS_SNPP_SP
-34.61502,-66.50771,325.31,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,295.31,53,N,0,VIIRS_SNPP_SP
-34.61434,-66.51395,334.13,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,284.01,16.94,N,0,VIIRS_SNPP_SP
-34.61372,-66.48202,306.61,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.19,1.45,N,0,VIIRS_SNPP_SP
-34.61367,-66.52017,299.89,0.56,0.43,2012-02-13,549,N,VIIRS,n,2,277.5,16.94,N,0,VIIRS_SNPP_SP
-34.611,-66.50713,316.68,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,289.86,24.22,N,0,VIIRS_SNPP_SP
-34.61032,-66.51335,344.54,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,290.76,45.7,N,0,VIIRS_SNPP_SP
-34.60968,-66.48142,310.23,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.39,1.45,N,0,VIIRS_SNPP_SP
-34.60964,-66.51958,306,0.56,0.43,2012-02-13,549,N,VIIRS,n,2,278.11,45.7,N,0,VIIRS_SNPP_SP
-34.60696,-66.50653,334.09,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,285.13,24.22,N,0,VIIRS_SNPP_SP
-34.60629,-66.51276,332.16,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,292.09,45.7,N,0,VIIRS_SNPP_SP
-34.60564,-66.48083,314.34,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.68,2.11,N,0,VIIRS_SNPP_SP
-34.60293,-66.50594,317.09,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,285.37,6.04,N,0,VIIRS_SNPP_SP
-34.60226,-66.51216,342.45,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,297.41,37.01,N,0,VIIRS_SNPP_SP
-34.6016,-66.48023,314.81,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.78,2.11,N,0,VIIRS_SNPP_SP
-34.59823,-66.51157,304.16,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,284.35,37.01,N,0,VIIRS_SNPP_SP
-34.59757,-66.47965,320.81,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.67,2.91,N,0,VIIRS_SNPP_SP
-34.59354,-66.47906,323.06,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.92,2.91,N,0,VIIRS_SNPP_SP
-34.5895,-66.47847,306.38,0.57,0.43,2012-02-13,549,N,VIIRS,n,2,286.58,1.31,N,0,VIIRS_SNPP_SP
-33.73204,-65.21612,343.19,0.39,0.36,2012-02-13,1811,N,VIIRS,n,2,305.42,7,D,0,VIIRS_SNPP_SP
-32.58527,-65.28378,336.14,0.39,0.36,2012-02-13,1811,N,VIIRS,l,2,306.63,2.68,D,0,VIIRS_SNPP_SP
-31.98353,-64.57647,343.03,0.41,0.37,2012-02-14,529,N,VIIRS,n,2,292.43,7.25,N,0,VIIRS_SNPP_SP
-35.26598,-65.84449,345.33,0.58,0.7,2012-02-15,1913,N,VIIRS,n,2,291.03,7.78,D,0,VIIRS_SNPP_SP
-35.27383,-65.84097,339.91,0.33,0.55,2012-02-16,1854,N,VIIRS,n,2,295.95,3.8,D,0,VIIRS_SNPP_SP
-35.27293,-65.83733,334.95,0.33,0.55,2012-02-16,1854,N,VIIRS,n,2,295.89,5.65,D,0,VIIRS_SNPP_SP
-33.65676,-65.68108,304.97,0.4,0.44,2012-02-21,458,N,VIIRS,n,2,286.95,0.65,N,0,VIIRS_SNPP_SP
-33.65273,-65.67986,302.62,0.4,0.44,2012-02-21,458,N,VIIRS,n,2,286.91,0.37,N,0,VIIRS_SNPP_SP
-34.52819,-64.58971,332.64,0.39,0.59,2012-02-21,1720,N,VIIRS,n,2,293.34,0.53,D,0,VIIRS_SNPP_SP
-33.33856,-65.98537,330.2,0.44,0.62,2012-02-21,1901,N,VIIRS,n,2,296.71,3.06,D,0,VIIRS_SNPP_SP
-33.34266,-67.21076,338.41,0.42,0.45,2012-02-22,1842,N,VIIRS,n,2,305.64,3.01,D,0,VIIRS_SNPP_SP
-35.28265,-65.83856,339.04,0.4,0.37,2012-02-24,1804,N,VIIRS,l,2,309.92,6.6,D,0,VIIRS_SNPP_SP
-35.28204,-65.8341,336.09,0.4,0.37,2012-02-24,1804,N,VIIRS,n,2,305.36,6.6,D,0,VIIRS_SNPP_SP
-32.75926,-64.92004,337.12,0.38,0.36,2012-02-24,1805,N,VIIRS,n,2,297.45,4.49,D,0,VIIRS_SNPP_SP
-31.80153,-65.84341,334.91,0.39,0.36,2012-02-24,1805,N,VIIRS,n,2,301.42,2.45,D,0,VIIRS_SNPP_SP
-31.44446,-64.37306,304.51,0.39,0.36,2012-02-25,523,N,VIIRS,n,2,290.73,1.05,N,0,VIIRS_SNPP_SP
-32.75434,-64.70187,296.49,0.47,0.4,2012-02-26,504,N,VIIRS,n,2,278.45,0.43,N,0,VIIRS_SNPP_SP
-31.44408,-64.37074,301.29,0.55,0.51,2012-02-27,445,N,VIIRS,n,2,288.33,1.37,N,0,VIIRS_SNPP_SP
-35.28684,-65.83286,338.68,0.48,0.4,2012-02-28,1829,N,VIIRS,n,2,306.91,7.24,D,0,VIIRS_SNPP_SP
-35.28316,-65.83389,331.96,0.48,0.4,2012-02-28,1829,N,VIIRS,l,2,306.18,5.94,D,0,VIIRS_SNPP_SP
-31.4451,-64.37291,301.1,0.41,0.37,2012-03-01,529,N,VIIRS,n,2,285.1,0.9,N,0,VIIRS_SNPP_SP
-31.88916,-64.76957,331.07,0.44,0.38,2012-03-01,1752,N,VIIRS,n,2,296.81,0.51,D,0,VIIRS_SNPP_SP
-31.44409,-64.37162,306.62,0.42,0.37,2012-03-02,510,N,VIIRS,n,2,287.42,1.18,N,0,VIIRS_SNPP_SP
-33.52202,-65.4013,303.73,0.43,0.38,2012-03-02,511,N,VIIRS,n,2,283.81,0.71,N,0,VIIRS_SNPP_SP
-33.40726,-66.01429,337.33,0.61,0.53,2012-03-02,1733,N,VIIRS,l,2,311.49,6.01,D,0,VIIRS_SNPP_SP
-33.81406,-65.33552,333.25,0.68,0.74,2012-03-02,1913,N,VIIRS,n,2,299.9,5.09,D,0,VIIRS_SNPP_SP
-31.44436,-64.37231,303.85,0.45,0.47,2012-03-03,451,N,VIIRS,n,2,289.55,1.01,N,0,VIIRS_SNPP_SP
-33.52386,-65.40222,344.9,0.39,0.59,2012-03-03,1855,N,VIIRS,n,2,307.9,4.03,D,0,VIIRS_SNPP_SP
-33.52274,-65.40057,339.05,0.39,0.59,2012-03-03,1855,N,VIIRS,n,2,306.52,6.41,D,0,VIIRS_SNPP_SP
-35.05807,-67.70086,339.31,0.39,0.36,2012-03-05,1817,N,VIIRS,n,2,307.41,3.57,D,0,VIIRS_SNPP_SP
-35.01992,-67.49012,334.64,0.38,0.36,2012-03-05,1817,N,VIIRS,n,2,305.31,3.92,D,0,VIIRS_SNPP_SP
-35.01928,-67.48589,335.84,0.38,0.36,2012-03-05,1817,N,VIIRS,n,2,306.83,4.11,D,0,VIIRS_SNPP_SP
-35.01873,-67.48974,335.78,0.38,0.36,2012-03-05,1817,N,VIIRS,n,2,304.07,2.46,D,0,VIIRS_SNPP_SP
-32.01042,-65.98582,342.81,0.39,0.36,2012-03-11,1805,N,VIIRS,l,2,313.69,4.58,D,0,VIIRS_SNPP_SP
-32.00706,-65.98649,339.91,0.39,0.36,2012-03-11,1805,N,VIIRS,l,2,313.82,3.38,D,0,VIIRS_SNPP_SP
-32.0037,-65.98715,340.3,0.39,0.36,2012-03-11,1805,N,VIIRS,l,2,314.03,3.38,D,0,VIIRS_SNPP_SP
-32.00033,-65.98782,340.71,0.39,0.36,2012-03-11,1805,N,VIIRS,l,2,314.16,4.29,D,0,VIIRS_SNPP_SP
-31.89089,-65.43511,346.01,0.39,0.36,2012-03-11,1805,N,VIIRS,n,2,312.25,3.1,D,0,VIIRS_SNPP_SP
-31.48387,-64.35182,303.11,0.39,0.36,2012-03-12,523,N,VIIRS,n,2,292.03,0.94,N,0,VIIRS_SNPP_SP
-32.36107,-65.94844,337.69,0.39,0.44,2012-03-12,1746,N,VIIRS,n,2,302.51,2.79,D,0,VIIRS_SNPP_SP
-33.76965,-67.70046,345.53,0.47,0.64,2012-03-13,1727,N,VIIRS,n,2,296.05,1.02,D,0,VIIRS_SNPP_SP
-32.0122,-65.98795,330.3,0.68,0.74,2012-03-14,1708,N,VIIRS,n,2,299.11,5.51,D,0,VIIRS_SNPP_SP
-32.01071,-65.99133,341.41,0.68,0.74,2012-03-14,1708,N,VIIRS,n,2,301.51,7.09,D,0,VIIRS_SNPP_SP
-32.00547,-65.99585,332.21,0.68,0.74,2012-03-14,1708,N,VIIRS,n,2,299.14,8.73,D,0,VIIRS_SNPP_SP
-32.0052,-65.98832,335.45,0.68,0.74,2012-03-14,1708,N,VIIRS,n,2,301.19,11.76,D,0,VIIRS_SNPP_SP
-32.00371,-65.99172,340.69,0.68,0.74,2012-03-14,1708,N,VIIRS,n,2,301.36,7.09,D,0,VIIRS_SNPP_SP
-35.26141,-65.82172,344.43,0.55,0.51,2012-03-14,1848,N,VIIRS,n,2,299.99,13.67,D,0,VIIRS_SNPP_SP
-35.25675,-65.82333,330.34,0.55,0.51,2012-03-14,1848,N,VIIRS,n,2,298.82,4.95,D,0,VIIRS_SNPP_SP
-35.25209,-65.82492,339.8,0.55,0.51,2012-03-14,1848,N,VIIRS,n,2,298.2,4.95,D,0,VIIRS_SNPP_SP
-32.5405,-65.19948,349.87,0.35,0.56,2012-03-14,1849,N,VIIRS,n,2,303.21,5.24,D,0,VIIRS_SNPP_SP
-32.53962,-65.19579,332.05,0.35,0.56,2012-03-14,1849,N,VIIRS,n,2,302.17,6.3,D,0,VIIRS_SNPP_SP
-32.53907,-65.19819,367,0.35,0.56,2012-03-14,1849,N,VIIRS,h,2,302.86,6.32,D,0,VIIRS_SNPP_SP
-32.00998,-65.99074,338.65,0.32,0.55,2012-03-14,1849,N,VIIRS,n,2,308.45,2.82,D,0,VIIRS_SNPP_SP
-32.00917,-65.98733,336.06,0.32,0.55,2012-03-14,1849,N,VIIRS,l,2,308.75,2.82,D,0,VIIRS_SNPP_SP
-32.00417,-65.98889,336.39,0.32,0.55,2012-03-14,1849,N,VIIRS,l,2,307.81,2.82,D,0,VIIRS_SNPP_SP
-32.00254,-65.98207,345.24,0.32,0.55,2012-03-14,1849,N,VIIRS,n,2,305.3,7.57,D,0,VIIRS_SNPP_SP
-31.98226,-65.73866,367,0.33,0.55,2012-03-14,1849,N,VIIRS,h,2,302.98,10.93,D,0,VIIRS_SNPP_SP
-31.97804,-65.7438,367,0.33,0.55,2012-03-14,1849,N,VIIRS,h,2,305.42,12.27,D,0,VIIRS_SNPP_SP
-31.9772,-65.74028,351.36,0.33,0.55,2012-03-14,1849,N,VIIRS,n,2,305.23,10.93,D,0,VIIRS_SNPP_SP
-33.99948,-65.12228,334.85,0.39,0.36,2012-03-16,1811,N,VIIRS,l,2,305.75,2.58,D,0,VIIRS_SNPP_SP
-33.47699,-67.37795,336.39,0.39,0.36,2012-03-16,1811,N,VIIRS,n,2,310.92,0.45,D,0,VIIRS_SNPP_SP
-31.9406,-65.59491,301.16,0.39,0.36,2012-03-17,529,N,VIIRS,n,2,287.74,0.43,N,0,VIIRS_SNPP_SP
-31.94031,-65.59732,304.65,0.39,0.36,2012-03-17,529,N,VIIRS,n,2,288.01,1.51,N,0,VIIRS_SNPP_SP
-31.93998,-65.59909,309.8,0.39,0.36,2012-03-17,529,N,VIIRS,n,2,288.08,1.26,N,0,VIIRS_SNPP_SP
