fecha_reporte,nombre,provincia,fecha_inicio,estado,latitud,longitud,departamento,observaciones
13/01/2022,Pampa del,San Luis,11/01/2022,Extinguido (12/01/2022),33º 2´ 7´´ S,65º 35´ 7´´ O,Coronel Pringles,() - Latitud: 33º 2´ 7´´ - Longitud: 65º 35´ 7´´ - Depto.: Pringles - Bosque Nativo 50 Tamboreo % - Arbustal/Matorral 50 % – Observaciones:Zona de dificil acceso
13/01/2022,Toro Negro,San Luis,10/01/2022,Activo,"32º 42´ 32,58´´ S","66º 20´ 38,8´´ O",Belgrano,"Latitud: 32º 42´ 32,58´´ - Longitud: 66º 20´ 38,8´´ - Depto.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Villa Gral Roca, La Punta, Villa de la Quebrada, El Volán, San Francisco, Bri For San Luís Solidario y BB. PL San Luís (Cuartel N°2)"
13/01/2022,El Tambo,San Luis,11/01/2022,Extinguido (12/01/2022),32º 44´ 0´´ S,"65º 27´ 47,6´´ O",Chacabuco,"Latitud: 32º 44´ 0´´ - Longitud: 65º 27´ 47,6´´ - Depto.: Chacabuco - Superficie (12/01/2022) 0,5 ha"
13/01/2022,Ea. El Ciervo,San Luis,13/01/2022,Activo,"34º 46´ 7,6´´ S","65º 15´ 48,2´´ O",Gobernador Dupuy,Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. Buena Esperanza
13/01/2022,Los Peros,San Luis,12/01/2022,Contenido,"32º 21´ 21,7´´ S","65º 13´ 28,7´´ O",Junín,"- Latitud: 32º 21´ 21,7´´ - Longitud : 65 º 13 ´ 28,7´ ´ - Depto. : Junín - Bo sque Nativo 50 % - Arbustal/Matorral 50 % - BB .VV. S anta Ros a de Conlara , Merlo y BB. PL San L uís (Cuartel N°3)"
13/01/2022,Pje. Puertas Coloradas,San Luis,12/01/2022,Activo,32º 32´ 4´´ S,"65º 23´ 58,1´´ O",Chacabuco,"- Latitud: 32º 32´ 4´´ - Longitud: 65 º 2 3´ 58 ,1´´ - Depto.: C hacabuco - BB.VV. Concarán, Re nca y El Morro."
13/01/2022,Los Cajones,San Luis,11/01/2022,Contenido,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Sup erficie 10,0 ha - Bosque N ativo 50 % - Arbusta l/Ma torr al 50 % - BB.VV . Lafinur, Q uines, Los Molles, Santa Rosa de Conlara, Vi alid ad P rovinc ial, y BB. PL San Luís (Cuartel N°3)."
14/01/2022,Cia. Gral. de Hacienda,San Luis,13/01/2022,Activo,35º 4´ 7´´ S,"65º 15´ 39,6´´ O",Gobernador Dupuy,"Ptos. de Referencia: Ruta N° 55 al N de Buena Esperanza - Depto.: Dupuy - BB.VV. Buena Esperanza, Batavia y Unión."
14/01/2022,Ea. El Ciervo,San Luis,13/01/2022,Contenido,"34º 46´ 7,6´´ S","65º 15´ 48,2´´ O",Gobernador Dupuy,"- Latitud: 34º 46´ 7,6´´ - Lo ngitud: 65º 1 5´ 48 ,2´ ´ - Bosq ue Nativo 33 % - Arbustal/Matorral 33 % - Pa stizal 3 4 % - BB. VV. Buena Esperanza"
14/01/2022,Las Lagunas,San Luis,13/01/2022,Activo,"32º 37´ 28,6´´ S","65º 32´ 53,9´´ O",Libertador General San Martín,"- Latitud: 32º 37´ 28,6´´ - L ongitud: 65º 32´ 5 3,9 ´´ - Dep to.: San Mart in - Bos Nativo 50 % - Arb ustal/M at orral 50 % - BB.V V. T ilisarao ."
14/01/2022,Los Peros,San Luis,12/01/2022,Contenido,"32º 21´ 21,7´´ S","65º 13´ 28,7´´ O",Junín,"- Latitud: 32º 21´ 21,7´´ - L ongitud: 65º 13´ 2 8,7 ´´ - Dep to.: Junín - B osque Nativo 50 % - Arb ustal/M at orral 50 % - BB.V V. Santa R osa de Conla ra."
14/01/2022,Los Cajones,San Luis,11/01/2022,Activo,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 3 2,8´´ - Lo ngitud: 65º 2 5´ 27 ,9´ ´ - Depto .: Junín - Su perficie ha - Bosque Nativ o 50 % - Arbustal /Mat orral 50 % - BB. VV. Lafinur, Quines, Santa Rosa de C onlara y L os Molle s, B B. PL Sa n Luis ( Cuartel N°3) SNMF: Coordinador regio nal + ase sora Té cnica y 1 AT 802 (LV -JGK)"
14/01/2022,Pampa del Tamboreo,San Luis,11/01/2022,Activo,33º 2´ 7´´ S,65º 35´ 7´´ O,Coronel Pringles,- Latitud: 33º 2´ 7 ´´ - Lo ngi tud: 65º 35´ 7´´ - Dep to.: Prin gles - Bosqu e Nativo % - Arbustal/Mato rral 50 % – Obse rvaci ones :Zo na de di ficil acceso
14/01/2022,Pje. Puertas Coloradas,San Luis,12/01/2022,Activo,32º 32´ 4´´ S,"65º 23´ 58,1´´ O",Chacabuco,"- Latitud: 32º 32´ 4´´ - Longitud: 65º 23´ 58,1´´ - Depto.: Chacabuco - BB.VV. Concarán, Renca, Carpintería y Tilisarao."
14/01/2022,Toro Negro,San Luis,10/01/2022,Extinguido (14/01/2022),"32º 42´ 32,58´´ S","66º 20´ 38,8´´ O",Belgrano,"- Latitud: 32º 42´ 32,58´´ - Longitu d: 66º 20´ 3 8,8´´ - Dept o.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 %"
17/01/2022,Ea. El Ciervo,San Luis,13/01/2022,Contenido,"34º 46´ 7,6´´ S","65º 15´ 48,2´´ O",Gobernador Dupuy,"Latitud: 34º 46´ 7,6´´ - Longitud: 65º 15´ 48,2´´ - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. Buena Esperanza"
17/01/2022,Pampa del,San Luis,11/01/2022,Activo,33º 2´ 7´´ S,65º 35´ 7´´ O,Coronel Pringles,Latitud: 33º 2´ 7´´ - Longitud: 65º 35´ 7´´ - Depto.: Pringles - Bosque Nativo 50 TAMBOREO % - Arbustal/Matorral 50 % – Observaciones:Zona de dificil acceso
17/01/2022,Cia. Gral. de,San Luis,13/01/2022,Controlado,35º 4´ 7´´ S,"65º 15´ 39,6´´ O",Gobernador Dupuy,"Latitud: 35º 4´ 7´´ - Longitud: 65º 15´ 39,6´´ - Ptos. de Referencia: Ruta N° 55 HACIENDA al N de Buena Esperanza, Estancia El Durazno - Depto.: Dupuy - Superficie 25.000,0 ha - Arbustal/Matorral 50 % - Pastizal 50 % - BB.VV. Buena Esperanza, Batavia, Unión, Trapiche, Capital y Bri For San Luís Solidario"
17/01/2022,Los Cajones,San Luis,11/01/2022,Contenido,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 1.700,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Lafinur, Quines, Los Molles y Santa Rosa de Conlara, BB. PL. San Luís (Cuartel 3), Vialidad Provincial.SNMF 1 Coordinador regional + asesora Técnica y 1 AT 802 (LV-JGK)"
17/01/2022,Aguadita del,San Luis,17/01/2022,Guardia de cenizas,"33º 13´ 58,9´´ S","66º 17´ 6,4´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 13´ 58,9´´ - Longitud: 66º 17´ 6,4´´ - Depto.: Pueyrredon - BB.VV. PORTEZUELO La Punta, Potrero de Los Funes, Estancia Grande y BB. PL San Luís (Cuartel Aeropuerto) "
17/01/2022,Los Peros,San Luis,12/01/2022,Extinguido (15/01/2022),"32º 21´ 21,7´´ S","65º 13´ 28,7´´ O",Junín,"Latitud: 32º 21´ 21,7´´ - Longitud: 65º 13´ 28,7´´ - Depto.: Junín - Bosque (15/01/2022) Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Santa Rosa de Conlara"
17/01/2022,Las Lagunas,San Luis,13/01/2022,Activo,"32º 37´ 28,6´´ S","65º 32´ 53,9´´ O",Libertador General San Martín,"Latitud: 32º 37´ 28,6´´ - Longitud: 65º 32´ 53,9´´ - Depto.: San Martin - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Tilisarao"
17/01/2022,Pje. Puertas,San Luis,12/01/2022,Extinguido (16/01/2022),32º 32´ 4´´ S,"65º 23´ 58,1´´ O",Chacabuco,"Latitud: 32º 32´ 4´´ - Longitud: 65º 23´ 58,1´´ - Depto.: Chacabuco - Superficie COLORADAS (16/01/2022) 1.700,0 ha - BB.VV. Concarán, Renca, Carpintería y Tilisarao"
17/01/2022,Pje. La Libertad,San Luis,15/01/2022,Extinguido (16/01/2022),33º 11´ 38´´ S,66º 51´ 52´´ O,Coronel Pringles,Latitud: 33º 11´ 38´´ - Longitud: 66º 51´ 52´´ - Ptos. de Referencia: Camino a (16/01/2022) Riocito (Ruta 39 Bis) - Depto.: Pringles - Bosque Nativo 50 % - Pastizal 50 %
17/01/2022,Toro Negro 2,San Luis,15/01/2022,Controlado,"32º 42´ 32,57´´ S","66º 20´ 38,8´´ O",Belgrano,"Latitud: 32º 42´ 32,57´´ - Longitud: 66º 20´ 38,8´´ - Depto.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Villa Gral Roca – Observaciones:Reinicio en Ruta 146, Km 55 (Campo Amieva)"
18/01/2022,Los Peros,San Luis,12/01/2022,Extinguido (15/01/2022),"32º 21´ 21,7´´ S","65º 13´ 28,7´´ O",Junín,"- Latitud: 32º 21´ 21,7´´ - Longitu d: 65 º 13´ 28 ,7´´ - Dep to.: Junín - Bo sque Nativo 50 % - Arb ustal/ Matorral 5 0 % - BB.VV. Santa R osa de Conlar a."
18/01/2022,Pje. Puertas Coloradas,San Luis,12/01/2022,Extinguido (16/01/2022),32º 32´ 4´´ S,"65º 23´ 58,1´´ O",Chacabuco,"- Latitud: 32º 32´ 4´´ - L ongitud: 6 5º 2 3´ 58,1´´ - Depto.: Chacabuco - Superficie 1.700,0 ha - BB.V V. Co ncarán, R enca , Carpin tería y Tili sarao."
18/01/2022,Los Cajones,San Luis,11/01/2022,Contenido,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 3 2,8´´ - Longitud: 65º 25´ 27,9 ´´ - Depto .: Junín - Sup erficie 1.700,0 ha - Bosq ue Na tivo 50 % - Ar bustal/M atorral 50 % - BB.VV. L afinur, Quines, Los Molle s y Sa nta Rosa de Conlara, BB. PL. S an Luís (Cuar tel 3), Vialidad Provincia l.SNM F 1 Coord ina dor regio nal + ase sora Técnica y 1 AT 802 (LV-JGK)"
18/01/2022,Ea. El Ciervo,San Luis,13/01/2022,Contenido,"34º 46´ 7,6´´ S","65º 15´ 48,2´´ O",Gobernador Dupuy,"- Latitud: 34º 46´ 7,6´´ - Longitud: 65º 15´ 48,2 ´´ - Bosq ue Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.V V. Buena Esperanza"
18/01/2022,Las Lagunas,San Luis,13/01/2022,Activo,"32º 37´ 28,6´´ S","65º 32´ 53,9´´ O",Libertador General San Martín,"- Latitud: 32º 37´ 28,6´´ - Longitu d: 65 º 32´ 53 ,9´´ - Dep to.: San Martin - Bosque Nativo 50 % - Arb ustal/ Matorral 5 0 % - BB.VV. Tilisarao ."
18/01/2022,Pampa del Tamboreo,San Luis,11/01/2022,Activo,33º 2´ 7´´ S,65º 35´ 7´´ O,Coronel Pringles,- Latitud: 33º 2´ 7´´ - Longitud: 65º 35´ 7´´ - Depto.: Pringles - Bosque Nativo 50 % - Arbustal/Matorral 50 % – Observaciones:Zona de dificil acceso
18/01/2022,Pje. La Libertad,San Luis,15/01/2022,Extinguido (16/01/2022),33º 11´ 38´´ S,66º 51´ 52´´ O,Coronel Pringles,Latitud: 33º 11´ 38´´ - Longitud: 66º 51´ 52´´ - Ptos. de Referencia: Camino a (16/01/2022) Riocito (Ruta 39 Bis) - Depto.: Pringles - Bosque Nativo 50 % - Pastizal 50 %
18/01/2022,Cia. Gral. de Hacienda,San Luis,13/01/2022,Controlado,35º 4´ 7´´ S,"65º 15´ 39,6´´ O",Gobernador Dupuy,"Latitud: 35º 4´ 7´´ - Longitud: 65º 15´ 39,6´´ - Ptos. de Referencia: Ruta N° 55 al N de Buena Esperanza, Estancia El Durazno - Depto.: Dupuy - Superficie 21.669,0 ha - Arbustal/Matorral 50 % - Pastizal 50 % - BB.VV. Buena Esperanza, Batavia, Unión, Trapiche, Capital y Bri For San Luís Solidario"
18/01/2022,Aguadita del Portezuelo,San Luis,17/01/2022,Contenido,"33º 13´ 58,9´´ S","66º 17´ 6,4´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 13´ 58,9´´ - Longitud: 66º 17´ 6,4´´ - Depto.: Pueyrredon - PORTEZUELO Superficie 400,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. La Punta, Potrero de Los Funes, Estancia Grande y BB. PL San Luís (Cuartel Aeropuerto)"
18/01/2022,Toro Negro 2,San Luis,15/01/2022,Contenido,"32º 42´ 32,57´´ S","66º 20´ 38,8´´ O",Belgrano,"Latitud: 32º 42´ 32,57´´ - Longitud: 66º 20´ 38,8´´ - Depto.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Villa Gral Roca, San Francisco, La Punta, La quebrada, El Volcan, BB. PL. San Luís (Cuarteles 2 y 4) y Bri For San Luís Solidario. – Observaciones:Reinicio en Ruta 146, Km 55 (Campo Amieva)"
19/01/2022,Pampa del Tamboreo,San Luis,11/01/2022,Extinguido (18/01/2022),33º 2´ 7´´ S,65º 35´ 7´´ O,Coronel Pringles,- Latitud: 33º 2´ 7´´ - Longitud: 65º 35´ 7´´ - Depto.: Pringles - Bosque Nativo 50 % - Arbustal/Matorral 50 % – Observaciones:Zona de dificil acceso
19/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Contenido,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 1.700,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Concaran, Merlo, Santa Rosa de Conlara, Tilisarao y Bri For San Luís SNMF 1 Coordinador regional + asesora Técnica y 1 AT 802 (LV-JGK)"
19/01/2022,Ea. El Ciervo,San Luis,13/01/2022,Extinguido (18/01/2022),"34º 46´ 7,6´´ S","65º 15´ 48,2´´ O",Gobernador Dupuy,"Latitud: 34º 46´ 7,6´´ - Longitud: 65º 15´ 48,2´´ - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 %"
19/01/2022,Toro Negro 2,San Luis,15/01/2022,Guardia de cenizas,"32º 42´ 32,57´´ S","66º 20´ 38,8´´ O",Belgrano,"Latitud: 32º 42´ 32,57´´ - Longitud: 66º 20´ 38,8´´ - Depto.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Villa Gral Roca. – Observaciones:Reinicio en Ruta 146, Km 55 (Campo Amieva)"
19/01/2022,Pje. La Libertad,San Luis,15/01/2022,Extinguido (16/01/2022),33º 11´ 38´´ S,66º 51´ 52´´ O,Coronel Pringles,Latitud: 33º 11´ 38´´ - Longitud: 66º 51´ 52´´ - Ptos. de Referencia: Camino a (16/01/2022) Riocito (Ruta 39 Bis) - Depto.: Pringles - Bosque Nativo 50 % - Pastizal 50 %
19/01/2022,Cia. Gral. de Hacienda,San Luis,13/01/2022,Controlado,35º 4´ 7´´ S,"65º 15´ 39,6´´ O",Gobernador Dupuy,"Latitud: 35º 4´ 7´´ - Longitud: 65º 15´ 39,6´´ - Ptos. de Referencia: Ruta N° 55 al N de Buena Esperanza, Estancia El Durazno - Depto.: Dupuy - Superficie 21.669,0 ha - Arbustal/Matorral 50 % - Pastizal 50 % - BB.VV. Buena Esperanza, Batavia, Unión, Trapiche, Capital y Bri For San Luís Solidario"
19/01/2022,Aguadita del Portezuelo,San Luis,17/01/2022,Guardia de cenizas,"33º 13´ 58,9´´ S","66º 17´ 6,4´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 13´ 58,9´´ - Longitud: 66º 17´ 6,4´´ - Depto.: Pueyrredon - PORTEZUELO Superficie 400,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. La Punta"
19/01/2022,Las Lagunas,San Luis,13/01/2022,Extinguido (18/01/2022),"32º 37´ 28,6´´ S","65º 32´ 53,9´´ O",Libertador General San Martín,"Latitud: 32º 37´ 28,6´´ - Longitud: 65º 32´ 53,9´´ - Depto.: San Martin - Bosque (18/01/2022) Nativo 50 % - Arbustal/Matorral 50 % "
20/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Controlado,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 1.700,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Merlo, Los Molles y Carpintería.SNMF 1 Coordinador regional + asesora Técnica"
20/01/2022,Cia. Gral. de,San Luis,13/01/2022,Extinguido (18/01/2022),35º 4´ 7´´ S,"65º 15´ 39,6´´ O",Gobernador Dupuy,"Latitud: 35º 4´ 7´´ - Longitud: 65º 15´ 39,6´´ - Ptos. de Referencia: Ruta N° 55 HACIENDA (18/01/2022) al N de Buena Esperanza, Estancia El Durazno - Depto.: Dupuy - Superficie 21.669,0 ha - Arbustal/Matorral 50 % - Pastizal 50 %"
20/01/2022,Aguadita del,San Luis,17/01/2022,Guardia de cenizas,"33º 13´ 58,9´´ S","66º 17´ 6,4´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 13´ 58,9´´ - Longitud: 66º 17´ 6,4´´ - Depto.: Pueyrredon - PORTEZUELO Superficie 400,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. La Punta"
20/01/2022,Toro Negro 2,San Luis,15/01/2022,Guardia de cenizas,"32º 42´ 32,57´´ S","66º 20´ 38,8´´ O",Belgrano,"Latitud: 32º 42´ 32,57´´ - Longitud: 66º 20´ 38,8´´ - Depto.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Villa Gral Roca. – Observaciones:Reinicio en Ruta 146, Km 55 (Campo Amieva) ASERRADERO EL TIERRA DEL 25/09/2021 Guardia de cenizas - Latitud: 54º 31´ 6,1´´ - Longitud: 67º 11´ 23,3´´ - Depto.: Tolhuin - Superficie LITORAL FUEGO 0,4 ha - Vegatación Otros 100 % - Personal, cisternas y hoyadora del aserradero – Observaciones:Guardia permanente dentro del parque industrial de Tolhuin, personal de PC recorre 1 vez por día y personal de la empresa queda atenta por si surgen puntos calientes. El incendio fue entregado por acta desde la provincia al propietario del aserradero. "
21/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Controlado,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 32,8´´ - Longitu d: 6 5º 25 ´ 27,9´´ - Depto.: Junín - Sup erficie 1.700,0 h a - B osque Nativo 50 % - Arbus tal/Mat orr al 50 % - BB.VV. M erlo, Lo s Molles y C arpi ntería."
21/01/2022,Aguadita del Portezuelo,San Luis,17/01/2022,Extinguido (20/01/2022),"33º 13´ 58,9´´ S","66º 17´ 6,4´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 13´ 58,9´´ - Longit ud: 66º 1 7´ 6,4´´ - Depto.: Pueyrredon - Superficie 400 ,0 ha - Bosque N ativo 33 % - Arbu st al/Mato rral 33 % - P astizal 34 %"
21/01/2022,Toro Negro 2,San Luis,15/01/2022,Extinguido (21/01/2022),"32º 42´ 32,57´´ S","66º 20´ 38,8´´ O",Belgrano,"- Latitud: 32º 42´ 32,57´´ - Longitud: 66º 20´ 38,8´´ - Depto.: Belgrano - Bosque Nativo 50 % - Arbustal/Matorral 50 % – Observaciones:Reinicio en Ruta 146, Km 55 (Campo Amieva)"
24/01/2022,Dique San Felipe,San Luis,23/01/2022,Activo,32º 48´ 21´´ S,65º 27´ 40´´ O,Chacabuco,- Latitud: 32º 48´ 21´´ - Lo ngitud: 65º 2 7´ 40´´ - De pto.: Chac abuco - B Nativo 33 % - Arb ustal/Ma torral 33 % - Pastizal 3 4 % - BB.V V. Nasche
24/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Controlado,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 2.930,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Merlo, Los Molles y Carpintería."
25/01/2022,Dique San Felipe,San Luis,23/01/2022,Controlado,32º 48´ 21´´ S,65º 27´ 40´´ O,Chacabuco,- Latitud: 32º 48´ 21´´ - Lo ngitud: 65º 27 ´ 4 0´´ - De pto.: Cha cabuco - Bosque Nativo 33 % - Arb ustal/Ma torral 33 % - Past izal 34 % - BB.V V. Nasc hel.
25/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Controlado,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 2.930,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Merlo, Los Molles y Carpintería."
26/01/2022,Dique San Felipe,San Luis,23/01/2022,Extinguido (25/01/2022),32º 48´ 21´´ S,65º 27´ 40´´ O,Chacabuco,- Latitud: 32º 48´ 21´´ - L ongitud: 65º 2 7´ 4 0´´ - De pto.: Chac abuco - Bosque Nativo 33 % - Arb ustal/M atorral 33 % - Past izal 34 %
26/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Controlado,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 2.930,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 % - BB.VV. Merlo, Los Molles y Carpintería."
27/01/2022,Los Cajones/Las Palomas,San Luis,11/01/2022,Controlado,"32º 3´ 32,8´´ S","65º 25´ 27,9´´ O",Junín,"- Latitud: 32º 3´ 32,8´´ - Longitud: 65º 25´ 27,9´´ - Depto.: Junín - Superficie 2.930,0 ha - Bosque Nativo 50 % - Arbustal/Matorral 50 %"
31/01/2022,La Aguadita,San Luis,30/01/2022,Controlado,"33º 22´ 8,11´´ S","66º 29´ 39,2002´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 22´ 8,11´´ - Longitud: 66º 29´ 39,2002´´ - Depto.: Pueyrredon - Superficie 3,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. La Punta, El Volcán, Villa de la Quebrada y BB. PL San Luis."
1/02/2022,La Aguadita,San Luis,30/01/2022,Controlado,"33º 22´ 8,11´´ S","66º 29´ 39,2002´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 22´ 8,11´´ - Longitud: 66º 29´ 39,2002´´ - Depto.: Pueyrredon - Superficie 3,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 %"
