fecha_reporte,nombre,provincia,fecha_inicio,estado,latitud,longitud,departamento,observaciones
2/02/2022,La Aguadita,San Luis,30/01/2022,Extinguido (01/02/2022),"33º 22´ 8,11´´ S","66º 29´ 39,2002´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 22´ 8,11´´ - Longitud: 66º 29´ 39,2002´´ - Depto.: Pueyrredon - Superficie 3,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. La Punta, El Volcán, Villa de la Quebrada y BB. PL San Luis."
3/02/2022,Zona de Damiana Vega,San Luis,30/01/2022,Extinguido (03/02/2022),"32º 20´ 54,8´´ S",65º 0´ 30´´ O,Junín,"- Latitud: 32º 20´ 54,8´´ - Longitud: 65º 0´ 30´´ - Depto.: Junin - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 %"
8/02/2022,Cerca Planta Recicladora Quines,San Luis,6/02/2022,Extinguido (06/02/2022),"32º 24´ 8,8´´ S","65º 6´ 52,1´´ O",Ayacucho,"- Latitud: 3 2º 24´ 8,8´´ - Longitud: 65º 6´ 52,1´´ - Depto.: Ay acuc ho - Super ficie 0,5 ha - Bo sque Nativo 3 3 % - Arbust al/Matorral 3 3 % - Pas tizal 34 %"
8/02/2022,Barrio Justicia Social,San Luis,6/02/2022,Extinguido (07/02/2022),"32º 43´ 36,5´´ S","65º 17´ 18,7´´ O",Chacabuco,"- Latitud: 32º 43´ 36,5´´ - Longitud: 65º 17´ 18,7´´ - Depto.: Chacabuco - Superficie 4,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % – Medios utilizados: 3 Unidad Liviana , 1 Camion Cisterna"
10/02/2022,Ruta 41 Cerca Potrerillos,San Luis,8/02/2022,Guardia de cenizas,32º 38´ 58´´ S,"65º 41´ 28,3´´ O",Libertador General San Martín,"- Latitud: 32º 38´ 58´´ - Longitud: 65º 41´ 28,3´´ - Depto.: San Martin - Superficie 10,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Carolina y La Toma"
11/02/2022,Campo Esquina Km 59 - Toro Negro (R 146),San Luis,10/02/2022,Extinguido (11/02/2022),"32º 44´ 2,6´´ S","65º 20´ 25,5´´ O",Belgrano,"- Latitud: 32º 44´ 2,6´´ - Longitud: 65º 20 ´ 25,5´ ´ - Ptos . de R eferencia: in cendio de banquina - De pto.: be lgrano - S uperfi cie 50, 0 ha - B osqu e Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 3 4 % - BB.VV . Villa de La Quebrada y Manantiales"
11/02/2022,Ruta 27 - Campo Sanuni al Norte,San Luis,10/02/2022,Extinguido (11/02/2022),"33º 27´ 41,5´´ S","65º 38´ 32,7´´ O",Ayacucho,"- Latitud: 33º 27´ 41,5´´ - Longitud: 65º 38´ 32,7´´ - Ptos. de Referencia: Pegado al campo centenario - Depto.: Ayacucho - Superficie 300,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. El Fortín"
11/02/2022,Ruta 41 Cerca Potrerillos,San Luis,8/02/2022,Extinguido (11/02/2022),32º 38´ 58´´ S,"65º 41´ 28,3´´ O",Libertador General San Martín,"- Latitud: 32º 38´ 58´´ - Longitud: 65º 41´ 28,3´´ - Depto.: San Martin - Superficie 10,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Carolina, Merlo, La Toma y Bri For San Luis Solidario"
17/02/2022,Estancia San Jose,San Luis,16/02/2022,Extinguido (17/02/2022),"35º 9´ 34,9´´ S","65º 17´ 52,1´´ O",Gobernador Dupuy,"Latitud: 35º 9´ 34,9´´ - Longitud: 65º 17´ 52,1´´ - Depto.: Gobernador Dupuy - JOSE (17/02/2022) Superficie 300,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % "
21/02/2022,Nueva Escocia,San Luis,18/02/2022,Extinguido (19/02/2022),33º 46´ 57´´ S,65º 43´ 1´´ O,General Pedernera,"Latitud: 33º 46´ 57´´ - Longitud: 65º 43´ 1´´ - Depto.: Pedernera - Superficie RUTA 11 (19/02/2022) 35,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 %"
15/03/2022,Villa Mercedes,San Luis,14/03/2022,Activo,33º 49´ 23´´ S,"65º 25´ 30,7´´ O",General Pedernera,"Latitud: 33º 49´ 23´´ - Longitud: 65º 25´ 30,7´´ - Depto.: Pedernera - Bosque MERCEDES - Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV El Fortin ESTANCIA LOS SAUCES"
16/03/2022,Villa Mercedes,San Luis,14/03/2022,Extinguido (15/03/2022),33º 49´ 23´´ S,"65º 25´ 30,7´´ O",General Pedernera,"- Latitud: 33º 49´ 23´´ - Longitud: 65º 25´ 30,7´´ - Depto.: Pedernera - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV El Fortin"
18/03/2022,Campo La Gaviota,San Luis,17/03/2022,Extinguido (18/03/2022),"35º 28´ 59,3´´ S","65º 49´ 12,2´´ O",Gobernador Dupuy,"- Latitud: 35º 2 8´ 59,3´ ´ - Longit ud : 65º 49´ 12, 2´´ - Depto.: G obernador Dupuy - Bosque Nativo 50 % - Arbustal/ Ma torral 50 %"
21/03/2022,Campo Isabatini,San Luis,17/03/2022,Extinguido (21/3/2022),32º 3´ 40´´ S,65º 49´ 42´´ O,Ayacucho,"- Latitud: 32º 3´ 40´´ - Longitu d: 6 5º 49´ 42´´ - Depto.: Ayacu cho - Superficie 3,0 ha - Pastizal 5 0 % - V egatació n O tros 50 % - B BVV Quines"
21/03/2022,Ruta 7 Frente Maxiconsumo,San Luis,18/03/2022,Extinguido (19/3/2022),"33º 19´ 36,7´´ S","66º 21´ 29,5´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 19´ 36, 7´´ - Lon gitu d: 66º 2 1´ 29, 5´´ - Depto.: J uan Martin de Pueyredon - S uperfic ie 0,5 ha - A rbustal /Matorr al 50 % - Pas tizal 50 %"
28/03/2022,Estancia Los Cedros,San Luis,27/03/2022,Extinguido (28/3/2022),"34º 50´ 31,7´´ S","65º 15´ 16,1´´ O",General Pedernera,"- Latitud: 34º 50´ 31,7´ ´ - Longitud: 65º 15´ 16, 1´´ - Ptos. de Referencia: Sobre Ruta N°55 , Km 703 - D ep to.: Gener al P ede rner a - S uperficie 100,0 ha - Bosque Nativo 34 % - Arbustal/ Ma torral 33 % - Pas tizal 33 %"
28/03/2022,Establecimietno El Centenario,San Luis,26/03/2022,Extinguido (26/3/2022),"34º 25´ 53,6´´ S",66º 5´ 2´´ O,General Pedernera,"- Latitud: 34º 25´ 53,6´´ - Longitud: 66º 5´ 2´´ - Ptos. de Referencia: Lote 30, por Ruta 27 - Depto.: General Pedernera - Superficie 800,0 ha - Pastizal 100 %"
4/04/2022,Estancia La Vaca,San Luis,3/04/2022,Contenido,34º 46´ 38´´ S,65º 15´ 34´´ O,Gobernador Dupuy,- Latitud: 34º 46´ 38´´ - Longitud: 65º 15´ 34´´ - Depto.: Gobernador Dupuy - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Buena Esperanza
5/04/2022,Estancia La Vaca,San Luis,3/04/2022,Controlado,34º 46´ 38´´ S,65º 15´ 34´´ O,Gobernador Dupuy,- Latitud: 34º 46´ 38´´ - Longitud: 65º 15´ 34´´ - Depto.: Gobernador Dupuy - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Buena Esperanza
6/04/2022,Estancia La Vaca,San Luis,3/04/2022,Extinguido (6/4/2022),34º 46´ 38´´ S,65º 15´ 34´´ O,Gobernador Dupuy,"- Latitud: 34º 46´ 38´´ - Longitud: 65º 15´ 34´´ - Depto.: Gobernador Dupuy - Superficie 40,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV Buena Esperanza"
7/04/2022,Chorro San Ignacion,San Luis,6/04/2022,Extinguido (07/04/2022),"32º 38´ 16,5´´ S","64º 57´ 2,2´´ O",Chacabuco,"- Latitud: 32º 38´ 16,5´´ - Longitud: 64º 57´ 2,2´´ - Depto.: Chacabuco - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 %"
11/04/2022,Estancia Rezo del Rosario,San Luis,10/04/2022,Extinguido (11/4/2022),33º 1´ 14´´ S,65º 40´ 18´´ O,Coronel Pringles,"- Latitud: 33º 1´ 1 4´´ - Longitud: 6 5º 40´ 18´´ - Depto.: Coron el Pringles - Superficie 200 ,0 h a - P astizal 100 %"
11/04/2022,Estancia Las Lajas,San Luis,9/04/2022,Extinguido (11/4/2022),33º 18´ 14´´ S,65º 52´ 29´´ O,Coronel Pringles,"- Latitud: 33º 18´ 14´´ - Longitud: 65º 52´ 29´´ - Ptos. de Referencia: Camino al Dique Paso de Las Carretas entre Saladillo y Juan Llerena. - Depto.: Coronel Pringles - Superficie 100,0 ha - Vegatación Otros 100 %"
18/04/2022,Estancia La Cora,San Luis,13/04/2022,Extinguido (14/4/2022),"34º 46´ 26,9´´ S","65º 42´ 15,5´´ O",Gobernador Dupuy,"- Latitud: 34º 46´ 26,9´´ - Longitud: 65º 42´ 15,5´´ - Dept o.: G obe rnador Dupuy - Superficie 0,5 ha - Pasti z al 100 %"
18/04/2022,Ingreso Cerro La Cruz,San Luis,13/04/2022,Extinguido (13/4/2022),"33º 15´ 40,3´´ S","66º 18´ 22,9´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 15´ 40,3´´ - Longitud: 66º 18´ 22,9´´ - Depto.: Pueyrredon - Superficie 0,5 ha - Pastizal 100 %"
28/04/2022,Peaje La,San Luis,27/04/2022,Activo,"33º 7´ 11,8´´ S","65º 5´ 12,2´´ O",Chacabuco,"Latitud: 33º 7´ 11,8´´ - Longitud: 65º 5´ 12,2´´ - Depto.: Chacabuco - Pastizal PUNILLA 100 % - BB.VV. Villa del Carmen, Naschel y BB. PL San Luis (Cuartel N°6)"
29/04/2022,RN 7 Km 774,San Luis,28/04/2022,Extinguido,32º 3´ 5´´ S,"65º 29´ 39,2´´ O",Juan Martín de Pueyrredón,"Latitud: 32º 3´ 5´´ - Longitud: 65º 29´ 39,2´´ - Depto.: Juan Martin de (29/04/2022) Pueyrredon - Superficie 0,5 ha"
29/04/2022,Zanjita,San Luis,28/04/2022,Extinguido,"33º 49´ 22,1´´ S","66º 24´ 13,2´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 49´ 22,1´´ - Longitud: 66º 24´ 13,2´´ - Depto.: Juan Martin de (28/04/2022) Pueyrredon - Superficie 0,5 ha - Pastizal 100 %"
29/04/2022,Peaje La,San Luis,27/04/2022,Extinguido,"33º 7´ 11,8´´ S","65º 5´ 12,2´´ O",General Pedernera,"Latitud: 33º 7´ 11,8´´ - Longitud: 65º 5´ 12,2´´ - Depto.: General Pedernera - PUNILLA (28/04/2022) Pastizal 100 % - BB.VV. Villa del Carmen, Naschel y BB. PL San Luis (Cuartel N°6)"
16/05/2022,Estancia La Barrancosa,San Luis,15/05/2022,Extinguido (16/5/2022),"34º 20´ 48,3´´ S",65º 47´ 59´´ O,General Pedernera,"- Latitud: 34º 20´ 48,3´´ - Longitud: 65º 47´ 59´´ - Ptos. de Referencia: A 60 Km de Batavia, Rutas 27 y 43 - Depto.: General Pedernera - Superficie 3,0 ha - Vegatación Otros 100 % - BBVV Batavia"
23/05/2022,Basural del Cabildo,San Luis,22/05/2022,Activo,"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 29,4´´ - Longitud: 66º 22´ 6,3´´ - Depto.: Juan Martin de Pueyrredon - Vegatación Otros 100 % - BB.VV. La Punta"
23/05/2022,Estancia La Florida,San Luis,21/05/2022,Extinguido (22/5/2022),"35º 7´ 47,9´´ S","65º 27´ 46,4´´ O",Gobernador Dupuy,"- Latitud: 35º 7´ 47,9´´ - Longitud: 65º 27´ 46,4´´ - Depto.: Gobernador Dupuy - Superficie 15,0 ha - Pastizal 100 %"
23/05/2022,Campo Giordano,San Luis,21/05/2022,Extinguido (22/5/2022),"33º 36´ 50,8´´ S","65º 16´ 23,4´´ O",General Pedernera,"- Latitud: 33º 36´ 50,8´´ - Longitud: 65º 16´ 23,4´´ - Ptos. de Referencia: Campos afectados: Santa Rosa, Chamico y San Jose - Depto.: General Pedernera - Superficie 70,0 ha - Vegatación Otros 100 % - BB.VV. El Fortín y Justo Darac"
24/05/2022,Basural del Cabildo,San Luis,22/05/2022,Guardia de cenizas,"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 29,4´´ - Longitud: 66º 22´ 6,3´´ - Depto.: Juan Martin de Pueyrredon - Superficie 3,0 ha - Vegatación Otros 100 % - BB.VV. La Punta"
26/05/2022,Villa Larca,San Luis,25/05/2022,Extinguido (25/05/2022),"33º 37´ 3,6´´ S","64º 58´ 57,5´´ O",Chacabuco,"- Latitud: 33º 37´ 3,6´´ - Longit ud: 64º 5 8´ 57 ,5´´ - Depto.: Chacabuco - Superficie 1,0 ha - Pastizal 50 % - Vega tació n Otros 50 %"
26/05/2022,Basural del Cabildo,San Luis,22/05/2022,Extinguido (25/05/2022),"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 29,4´´ - Long itu d: 66º 22´ 6, 3´´ - Depto.: Juan Martin de Pueyrredon - Sup erficie 3,0 ha - V egata ción Otros 100 % - BB.VV. La Punta"
30/05/2022,Basural del Cabildo,San Luis,22/05/2022,Extinguido (25/05/2022),"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 29,4´´ - Longitud: 66º 22´ 6,3´´ - Depto.: Juan Martin de Pueyrredon - Superficie 0,0 ha - BB.VV. La Punta"
31/05/2022,Basural del Cabildo,San Luis,22/05/2022,Guardia de cenizas,"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 18´ 29,4´´ - Longitud: 66º 22´ 6,3´´ - Depto.: Juan Martin de CABILDO 3 Pueyrredon - Superficie 0,0 ha - BB.VV."
1/06/2022,Basural del Cabildo,San Luis,22/05/2022,Guardia de cenizas,"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 18´ 29,4´´ - Longitud: 66º 22´ 6,3´´ - Depto.: Juan Martin de CABILDO 3 Pueyrredon - Superficie 0,0 ha - BB.VV. "
2/06/2022,Estancia Santa Maria - Nueva Galia,San Luis,31/05/2022,Extinguido (31/05/2022),"35º 7´ 33,9´´ S","65º 15´ 21,5´´ O",Gobernador Dupuy,"- Latitud: 35º 7´ 3 3,9´´ - Longitud: 65º 1 5´ 21,5´ ´ - Depto.: Gobernador Dupuy Superficie 5,0 ha - Vega tación Otr os 10 0 % - Ca usa orige n del incendi o: Line electrica"
2/06/2022,Basural del Cabildo 3,San Luis,22/05/2022,Extinguido (02/06/2022),"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 29,4´´ - Longitud : 66º 22´ 6,3´ ´ - Depto.: Juan Martin de Pueyrredon - Sup erficie 0,0 ha - B B.VV. La Pun ta"
6/06/2022,Basural del Cabildo 4,San Luis,3/06/2022,Extinguido (4/6/2022),"33º 18´ 29,4´´ S","66º 22´ 6,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 29,4´´ - Longitud: 6 6º 2 2´ 6,3´´ - Dep to.: Juan Mar tin de Pueyrredon - Supe rficie 0,0 ha - Veg atac ión Otros 100 %"
6/06/2022,Viñas Puntanas,San Luis,4/06/2022,Extinguido (4/6/2022),32º 19´ 9´´ S,65º 15´ 37´´ O,Junín," - Latitud: 32º 19´ 9´´ - Longitud: 65º 15´ 37´ ´ - Ptos. de Referencia: Ruta 5, camino a Bajo de Veliz - Depto.: Jun in - Sup erficie 0,1 ha - Pastizal 100 %"
6/06/2022,Ruta 79,San Luis,3/06/2022,Extinguido (3/6/2022),32º 28´ 44´´ S,66º 8´ 4´´ O,Ayacucho,"- Latitud: 32º 28´ 44´´ - Longitud: 66º 8´ 4´´ - Depto.: Ayacucho - Superficie 2,0 ha - Pastizal 100 %"
6/06/2022,"Estancia Grande, Ruta 9",San Luis,3/06/2022,Extinguido (4/6/2022),33º 20´ 51´´ S,65º 48´ 30´´ O,Coronel Pringles,"- Latitud: 33º 20´ 51´´ - Longitud: 65º 48´ 30´´ - Ptos. de Referencia: Frente a cancha de polo - Depto.: Coronel Pringles - Superficie 2,0 ha - Arbustal/Matorral 50 % - Pastizal 50 % - BBVV Estancia Grande"
6/06/2022,Estancia La Juana,San Luis,3/06/2022,Extinguido (3/6/2022),"34º 46´ 25,5´´ S","65º 40´ 25,3´´ O",Gobernador Dupuy,"- Latitud: 34º 46´ 25,5´´ - Longitud: 65º 40´ 25,3´´ - Depto.: Gobernador Dupuy - Superficie 1,5 ha - Pastizal 100 %"
8/06/2022,Nueva Galia (Quinta Los Godoy),San Luis,7/06/2022,Extinguido (08/06/2022),"35º 6´ 21,8´´ S","65º 15´ 9,5´´ O",Gobernador Dupuy,"- Latitud: 35º 6´ 2 1,8´´ - Longitud: 65º 15´ 9,5´ ´ - Depto.: Gobernador Superficie 700,0 h a - Ar bustal/Mat orra l 50 % - Pastizal 5 0 % - BBVV Esperanza"
8/06/2022,La Reserva Natural,San Luis,7/06/2022,Extinguido (07/06/2022),"33º 4´ 50,6´´ S","66º 1´ 48,5´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 4´ 5 0,6´´ - Longitud: 66º 1´ 48,5´ ´ - Depto.: Juan Martin Pueyrredon - Sup erficie 4,0 ha - A rbu stal/Mato rral 50 % - Pastizal 50"
13/06/2022,Estancia La Nutria,San Luis,11/06/2022,Extinguido (12/06/2022),"34º 19´ 36,6´´ S","65º 47´ 59,6´´ O",Gobernador Dupuy,"- Latitud: 34º 19´ 36,6´´ - Longitud: 65º 47´ 59,6´´ - Depto.: Gobernador Superficie 1,0 ha - Pastiz al 100 %"
13/06/2022,Basural La Punta 5,San Luis,11/06/2022,Contenido,"33º 9´ 38,3´´ S","66º 20´ 1,7´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 9´ 3 8,3´´ - L ongitud: 6 6º 2 0´ 1,7´´ - Depto.: Ju an Martin de Pueyrredon - Veg atación Otros 100 % - BB.VV. La Punta"
13/06/2022,Vivorco,San Luis,10/06/2022,Extinguido (12/06/2022),33º 6´ 22´´ S,"66º 4´ 19,4´´ O",Coronel Pringles,"- Latitud: 33º 6´ 2 2´´ - Lo ngitud: 66º 4´ 19,4´´ - Depto.: Cor onel Pringles Superficie 7,0 ha - Bosqu e Nativo 3 4 % - Arbustal/Matorral 33 % - Pasti BB.VV. Estancia Grande, Trapiche y DC MCP de Trapiche."
13/06/2022,La Juana,San Luis,11/06/2022,Extinguido,"34º 46´ 21,7´´ S","65º 40´ 8,5´´ O",Gobernador Dupuy,"Latitud: 34º 46´ 21,7´´ - Longitud: 65º 40´ 8,5´´ - Depto.: Gobernador Dupuy - (11/06/2022) Superficie 2,5 ha - Arbustal/Matorral 33 % - Pastizal 34 % - Vegatación Otros 33 % - BB.VV. Batavia"
13/06/2022,Los Chañares y,San Luis,10/06/2022,Extinguido,"32º 18´ 39,6´´ S","65º 16´ 4,1´´ O",Junín,"Latitud: 32º 18´ 39,6´´ - Longitud: 65º 16´ 4,1´´ - Depto.: Junin - Bosque Nativo PUNTA DEL AGUA (11/06/2022) 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB. PL San Luis (Cuartel N°3) y BB.VV. Santa Rosa "
14/06/2022,Basural La Punta 5,San Luis,11/06/2022,Extinguido (13/6/2022),"33º 9´ 38,3´´ S","66º 20´ 1,7´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 9´ 38,3´´ - Longitu d: 66º 2 0´ 1,7´´ - Depto.: Juan Martin de Pueyrredon - Vegatación Otros 100 % - BB.VV. La Punta"
21/06/2022,Escuela Sauce Viejo,San Luis,15/06/2022,Extinguido (17/6/2022),"32º 31´ 24,7´´ S","65º 14´ 13,5´´ O",Chacabuco,"- Latitud: 32º 31´ 24,7´´ - Longitu d: 65 º 14´ 13 ,5 ´´ - Dep to.: Chacabuco - Arbustal/Matorral 50 % - Pastizal 50 % - BB.V V. Concar an, BB. PL. San Luis (Cuartel 3)."
21/06/2022,Axion,San Luis,19/06/2022,Extinguido (20/6/2022),33º 17´ 52´´ S,66º 16´ 35´´ O,Juan Martín de Pueyrredón,- Latitud: 33º 17´ 52´´ - Longitud: 66º 16´ 35´´ - Depto.: Juan Martin de Pueyrredon - Arbu stal/M atorral 50 % - Pastizal  50 % - B BVV Capital
23/06/2022,Campo Mario Gomez,San Luis,21/06/2022,Extinguido (21/06/2022),34º 46´ 27´´ S,"65º 40´ 34,4´´ O",Gobernador Dupuy,"- Latitud: 34º 46´ 27´´ - Longitud: 65º 40´ 34,4´´ - D Superficie 5,0 ha - Arbustal/Mator ral 34 % - Pastiza %"
28/06/2022,Fortuna,San Luis,25/06/2022,Extinguido (25/6/2022),"35º 38´ 21,2´´ S","65º 38´ 22,2´´ O",Gobernador Dupuy,"- Latitud: 35º 38´ 21,2´´ - Longitu d: 65º 38 ´ 22,2´´ - Depto.: Gobe rnador Dupu y - Superficie 1,0 ha - Arbustal/Mator ral 34 % - Pastizal 33 % - Vegat ación Otros 33 %"
29/06/2022,Ruta 7 y Autopista Los Puquios,San Luis,25/06/2022,Controlado,"33º 18´ 33,7´´ S","66º 18´ 2,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 33,7´´ - Longitud: 66º 18´ 2,3´´ - Depto.: Juan Martin de Pueyrredon - Arbustal/Matorral 34 % - Pastizal 33 % - Vegatación Otros 33 % - BB. PL. SAN LUIS (Cuartel n°4)"
30/06/2022,Ruta 7 y Autopista Los Puquios,San Luis,25/06/2022,Extinguido (29/6/2022),"33º 18´ 33,7´´ S","66º 18´ 2,3´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 33,7´´ - Longitud: 66º 18´ 2,3´´ - Depto.: Juan Martin de Pueyrredon - Arbustal/Matorral 34 % - Pastizal 33 % - Vegatación Otros 33 % - BB. PL. SAN LUIS (Cuartel n°4)"
1/07/2022,Frente Hospital Ramon Carrillo,San Luis,30/06/2022,Controlado,33º 18´ 10´´ S,"66º 16´ 56,8´´ O",Juan Martín de Pueyrredón,"- Latitud: 3 3º 18´ 10´´ - L ongitud: 66 º 16 ´ 56,8´´ - Dep to.: Juan Martin de Pueyrredon - Superficie 0 ,5 ha - Bo sque Nativo 34 % - Arbustal/Mator ral 33 Pastizal 33 % - BB.VV. S an Luis Ca pital , DC MCP Sa n Luis, Bri For S an Luí Solidario, B B. PL San Lui s (Cuartel es 2, 4 y 5)"
1/07/2022,Parque Industrial Norte,San Luis,29/06/2022,Extinguido (29/6/2022),"33º 53´ 31,7´´ S","65º 49´ 30,5´´ O",General Pedernera,"- Latitud: 3 3º 53´ 31,7´´ - Longitud: 65º 49´ 30,5´´ - D epto.: General P ederne Superficie 1,0 ha - Arbust al/Matorra l 50 % - Pastizal 5 0 %"
1/07/2022,Ruta 2 Estancia El Triangulo,San Luis,29/06/2022,Extinguido (30/6/2022),"33º 30´ 47,2´´ S","65º 33´ 6,9´´ O",General Pedernera,"- Latitud: 3 3º 30´ 47,2´´ - Longitud: 65º 33´ 6,9´´ - De pto.: General Pe derner Superficie 10,0 ha - Arbus tal/Matorr al 50 % - Pastizal 50 % - BBVV El Fortín"
4/07/2022,El Surfista,San Luis,2/07/2022,Extinguido (02/07/2022),33º 7´ 5´´ S,66º 1´ 3´´ O,Coronel Pringles,"- Latitud: 33º 7´ 5´´ - Lo ngitud: 66º 1´ 3´´ - Depto.: Corone l Pringles - Super fici 1,0 ha - Bosq ue Nativo 3 4 % - Arbusta l/Ma torral 3 3 % - Pa stizal 33 %"
4/07/2022,Camino a La Florida,San Luis,3/07/2022,Extinguido (03/07/2022),"33º 6´ 47,1´´ S","65º 59´ 41,4´´ O",Coronel Pringles,"- Latitud: 33º 6´ 47,1´´ - Longitud: 65º 59´ 41,4´´ - Depto.: Coronel Pringles - Superficie 3,0 h a - Pasti zal 100 %"
4/07/2022,Frente Hospital Ramon Carrillo,San Luis,30/06/2022,Extinguido (01/07/2022),33º 18´ 10´´ S,"66º 16´ 56,8´´ O",Juan Martín de Pueyrredón,"- Latitud: 33º 18´ 10´´ - Longitud: 66º 16´ 56,8´´ - Depto.: Juan Martin de Pueyrredon - Superficie 0,5 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. San Luis Capital, DC MCP San Luis, Bri For San Luis Solidario, BB. PL San Luis (Cuarteles 2, 4 y 5)"
5/07/2022,La Irene,San Luis,5/07/2022,Extinguido (5/7/2022),"34º 20´ 15,1´´ S","66º 15´ 23,8´´ O",General Pedernera," - Latitud: 34º 20´ 15,1´´ - Lo ngitud: 6 6º 15´ 23,8´´ - Depto.: Gener al Pedernera - Superficie 1,1 ha - Pastiz al 1 00 %"
6/07/2022,Saladillo,San Luis,6/07/2022,Activo,"33º 12´ 29,9´´ S","65º 51´ 26,6´´ O",Juan Martín de Pueyrredón,- Depto.: Jua n Ma rtin de Pueyrredon - Bosque Nati vo 34 % - Arbustal/Mato rr 33 % - Pastiza l 33 % - BB.VV. La To m a y Los Moll es
6/07/2022,La Florida,San Luis,6/07/2022,Activo,"33º 7´ 32,5´´ S","66º 3´ 36,2´´ O",Coronel Pringles,- Depto.: Cor onel Pringles - Bosque Na tivo 34 % - Arbustal /Matorral 33 % - Pastizal 33 % - BB VV El Trapiche
7/07/2022,Saladillo,San Luis,6/07/2022,Extinguido,"33º 12´ 29,9´´ S","65º 51´ 26,6´´ O",Coronel Pringles,"Latitud: 33º 12´ 29,9´´ - Longitud: 65º 51´ 26,6´´ - Depto.: Coronel Pringles - (07/07/2022) Superficie 0,3 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BBVV La Toma"
7/07/2022,La Florida,San Luis,6/07/2022,Controlado,"33º 7´ 32,5´´ S","66º 3´ 36,2´´ O",Coronel Pringles,"Latitud: 33º 7´ 32,5´´ - Longitud: 66º 3´ 36,2´´ - Ptos. de Referencia: Ruta 9 ingreso al Trapiche - Depto.: Coronel Pringles - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. El Trapiche, El Volcan, La Toma, Estancia Grande, Potrero de Los Funes, La Punta, Bri For San Luis Solidario y DC El Trapiche"
7/07/2022,El Bigua,San Luis,7/07/2022,Controlado,"33º 13´ 42,9´´ S","66º 13´ 40,9´´ O",Juan Martín de Pueyrredón,"Latitud: 33º 13´ 42,9´´ - Longitud: 66º 13´ 40,9´´ - Depto.: Juan Martin de Pueyrredon - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Potrero de los Funes"
7/07/2022,"La Petra, Ruta",San Luis,6/07/2022,Controlado,33º 15´ 17´´ S,"65º 59´ 20,6´´ O",Coronel Pringles,"Latitud: 33º 15´ 17´´ - Longitud: 65º 59´ 20,6´´ - Depto.: Coronel Pringles - 20 KM 35 Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. El Volcán, El Morro, La Toma"
