fecha_reporte,nombre,provincia,fecha_inicio,estado,latitud,longitud,departamento,observaciones
1/03/2023,Quebrada Del Rio Gomez,San Luis,26/02/2023,Activo,32° 35' 51'' S,66° 4' 58.5'' O,Ayacucho,"- Latitud: 32º 35´ 51´´ - L ongitud: 66º 4´ 58,5´´ - Dept o.: Aya cucho - Bosque Nativo 34 % - Arb ustal/Ma torral 33 % - Pastizal 33 %"
2/03/2023,Campo La Herencia,San Luis,1/03/2023,Extinguido (01/03/2023),32° 20' 48.4'' S,65° 47' 59.4'' O,Gobernador Dupuy," - Latitud: 32º 20´ 48,4´´ - Longitud: 65º 47´ 59,4´´ - Ptos. de Referencia: Ruta 27 y Ruta 43 - Depto.: Gobernador Dupuy - Superficie 148,0 ha - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 %"
2/03/2023,Quebrada Del Rio Gomez,San Luis,26/02/2023,Extinguido (01/03/2023),32° 35' 51'' S,66° 4' 58.5'' O,Ayacucho,"Latitud: 32º 35´ 51´´ - Longitud: 66º 4´ 58,5´´ - Depto.: Ayacucho - Bosque RIO GOMEZ (01/03/2023) Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. San Francisco"
6/03/2023,Establecimient O Don Nelo,San Luis,3/03/2023,Activo,33° 50' 4.5'' S,66° 8' 38.9'' O,Juan Martín de Pueyrredón,"- Latitud: 33º 50´ 4,5´´ - Longitud: 66º 8´ 38,9´´ - D epto.: Jua n Martin de Pueyrredon - Bos que Na tivo 34 % - Ar bustal/Mator ral 33 % - Pastizal 33 % - BB VV. San Luis Cap ital"
6/03/2023,Estancia San Juan,San Luis,4/03/2023,Controlado,35° 43' 23.7'' S,65° 19' 21.3'' O,Gobernador Dupuy," - Latitud: 35º 43´ 23,7´´ - Longitud: 65º 19´ 21,3´´ - Ptos. de Referencia: Incendio procedente de la Provincia de La Pampa, afectó Estancia San Juan, Campo Bajo Pozo y Estancia Buen Abrigo - Depto.: Gobernador Dupuy - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Buena Esperanza "
6/03/2023,Barrio Los Arguello,San Luis,3/03/2023,Extinguido (4/3/2023),32° 28' 8.8'' S,62° 22' 44.37'' O,Junín," - Latitud: 32º 28´ 8,8´´ - Longitud: 62º 22´ 44,37´´ - Ptos. de Referencia: Entre Ruta 23 y Arroyo Duraznito - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % "
7/03/2023,Estancia San Juan,San Luis,4/03/2023,Controlado,35° 43' 23.7'' S,65° 19' 21.3'' O,Gobernador Dupuy,"Latitud: 35º 43´ 23,7´´ - Longitud: 65º 19´ 21,3´´ - Ptos. de Referencia: Incendio JUAN (ARIZONA) procedente de la Provincia de La Pampa, afectó Estancia San Juan, Campo Bajo Pozo y Estancia Buen Abrigo - Depto.: Gobernador Dupuy - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB.VV. Buena Esperanza"
7/03/2023,Establecimient O Don Nelo,San Luis,3/03/2023,Extinguido (06/03/2023),33° 50' 4.5'' S,66° 8' 38.9'' O,Juan Martín de Pueyrredón,"Latitud: 33º 50´ 4,5´´ - Longitud: 66º 8´ 38,9´´ - Depto.: Juan Martin de O DON NELO (06/03/2023) Pueyrredon - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - BB"
9/03/2023,Estancia San Juan (Arizona),San Luis,4/03/2023,Extinguido (08/03/2023),35° 43' 23.7'' S,65° 19' 21.3'' O,Gobernador Dupuy,"- Latitud: 35º 43 ´ 23,7´´ - Lon gitud: 65º 19´ 2 1,3´´ - Pto s. de Referencia : Incen procedente de la Provincia de La Pamp a, afe ctó Estan cia San Juan, C ampo B Pozo y Estancia Buen Abrigo - Depto.: Gobe rnador Du puy - Superficie 8,0 ha - Bosque Nativo 3 4 % - Arbust al/Matorra l 33 % - Pastiza l 33 % - BB.VV. Buena Esperanza"
20/03/2023,Quebrada Del Cebollar,San Luis,18/03/2023,Activo,32° 22' 22.2'' S,66° 51' 45.5'' O,Ayacucho,"- Latitu d: 32º 22´ 22,2´´ - Lo ngitud: 66º 5 1´ 45,5´´ - Ptos. de Refe rencia: Po Ruta N 20 Km 27 7 (Entre Lu jan y Q uine s) - Depto.: Ayacucho - B osque Nat % - Arb ustal/Mato rral 33 % - Pastiza l 33 % - 20 BB. VV. de Lujan y Quines"
21/03/2023,Quebrada Del Cebollar,San Luis,18/03/2023,Controlado,32° 22' 22.2'' S,66° 51' 45.5'' O,Ayacucho,"- Latitud: 32º 22´ 22,2´´ - Lo ngitud: 66º 51 ´ 45, 5´´ - Ptos. de Referencia: Por Ruta N 20 Km 27 7 (Entre Lu jan y Q uines) - De pto.: Belgrano - Superficie 30,0 ha - Bosque Nativ o 34 % - A rbustal/ Mator ral 3 3 % - Pastizal 33 % - 20 BB .VV. Lujan y Quines"
22/03/2023,Quebrada Del Cebollar,San Luis,18/03/2023,Extinguido (21/03/2023),32° 22' 22.2'' S,66° 51' 45.5'' O,Ayacucho,"- Latitud: 32º 22´ 22,2´´ - L ongitu d: 66º 51´ 45,5´´ - Ptos. de Referencia: Por Ruta N 20 Km 277 (En tre Lujan y Quin es) - D ept o.: Bel grano - Su perficie 30,0 ha - Bosque Nativo 34 % - Arbu stal/M atorral 33 % - Pa stizal 33 % - 20 BB.VV. de Lujan y Quines"
28/06/2023,Durazno Alto,San Luis,26/06/2023,Extinguido (26/06/2023),33° 8' 41.6'' S,66° 8' 12.4'' O,Coronel Pringles," - Latitud: 33º 8´ 41,6´´ - Longitud: 66º 8´ 12,4´´ - Depto.: Coronel Pringles - Superficie 10,0 ha - Bosque Nativo 50 % - Pastizal 50 %"
27/07/2023,Cruz De Caña,San Luis,26/07/2023,Extinguido (26/7/2023),32° 41' 54'' S,65° 54' 46.7'' O,Coronel Pringles,"- Latitud: 32º 41´ 54´´ - Longitud: 65º 54´ 46,7´´ - Depto.: Coronel Pringles - Superficie 300,0 ha "
31/07/2023,Av Aguada De Pueyrredon,San Luis,29/07/2023,Extinguido (29/7/2023),33° 8' 40'' S,65° 10' 17'' O,General Pedernera,- Latitud: 33º 8´ 40´´ - Longitud: 65º 10´ 17´´ - Depto.: General Pedernera - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 %
31/07/2023,Lujan,San Luis,28/07/2023,Extinguido (29/7/2023),32° 22' 14.35'' S,65° 57' 10.4'' O,Ayacucho,"- Latitud: 32º 22´ 14,35´´ - Longitud: 65º 57´ 10,4´´ - Depto.: A yacucho - Superficie 10, 0 ha - Bosq ue Nativo 3 4 % - Ar bustal/M atorral 3 3 % - Pasti % - BB.VV Lu jan, San Fr ancisco y Q uine s"
7/08/2023,"Ruta 1, Km 31",San Luis,6/08/2023,Contenido,32° 35' 5.6'' S,64° 59' 11.97'' O,Chacabuco,"- Depto.: Chacab uco - Bo sque Nati vo 3 3 % - Arbu stal/M ato rra l 33 % - Pastiza l 34 % - BB.VV. Vi lla Larca , Merlo, Lo s M olle s, Tilis arao, Pap ag ayos, Concarán y BB. PL San Luis (Cuartel 3)"
7/08/2023,"Nahuel Napá, Camino A Navia",San Luis,5/08/2023,Contenido,34° 49' 48'' S,66° 19' 58'' O,Gobernador Dupuy,- Latitud: 34º 49´ 48´´ - L ongitud: 66º 19´ 58´´ - Depto.: Dupuy - Bosque 33 % - Arbustal/M atorral 3 3 % - P astizal 34 % - BB.VV. Unión y Batavia
7/08/2023,Ruta 8,San Luis,6/08/2023,Activo,32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,"- Latitud: 32º 20´ 39´´ - L ongitud: 65º 25´ 22´´ - Ptos. de Refere ncia: En Praga y Las Chac ras - De pto.: Sa n Martín - Bo sque Nat ivo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB. P L San Lu is (Cuart el La To BB.VV. Renca, Q uines, C arpinter ía, Merlo y L os Molles"
8/08/2023,"Nahuel Napá, Camino A Navia",San Luis,5/08/2023,Contenido,34° 49' 48'' S,66° 19' 58'' O,Gobernador Dupuy,- Latitud: 34º 49´ 48´´ - L ongitud: 66º 1 9´ 58´´ - Depto.: Dupuy - Bosque N 33 % - Arbustal/M atorral 3 3 % - Pastiza l 34 % - BB.VV. Unión y Batavia
8/08/2023,Ruta 8,San Luis,6/08/2023,Activo,32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,"- Latitud: 32º 20´ 38,5´´ - Longitud: 64º 25´ 22,0 4´´ - Ptos. de Referencia: Villa Praga y Las Chacras - Depto.: Sa n Martín - Bosque Nati vo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB. PL San Luis (Cu artel La Tom BB.VV. Renca, Q uines, C arpintería, Me rlo y Lo s Molles"
8/08/2023,"Ruta 1, Km 31",San Luis,6/08/2023,Extinguido (07/08/2023),32° 35' 5.6'' S,64° 59' 11.97'' O,Chacabuco,"- Latitud: 32º 35´ 5,6´´ - L ongitud: 64º 5 9´ 11,97 ´´ - Depto.: Ch acabuco - Nativo 33 % - Arb ustal/Ma torral 33 % - Pastizal 34 %"
9/08/2023,Ruta 8,San Luis,6/08/2023,Controlado,32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,"- Latitud: 32º 20´ 38,5´´ - Longitud: 64º 2 5´ 22,04 ´´ - Ptos . de Referenc ia: Entre Villa Praga y Las Chacras - Depto.: San Martín - Bosque Nat ivo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB. PL San Luis (C uartel La T oma), BB.VV. Renca, Q uines, C arpintería, Merl o y Los Molles"
9/08/2023,"Nahuel Napá, Camino A Navia",San Luis,5/08/2023,Contenido,34° 49' 48'' S,66° 19' 58'' O,Gobernador Dupuy,- Latitud: 34º 49´ 48´´ - L ongitud: 66 º 19´ 58´´ - D epto.: D upu y - Bosqu e Nativo 33 % - Arbustal/M atorral 3 3 % - Pas tizal 34 % - B B.VV. U nió n y Batavia
10/08/2023,Ruta 8,San Luis,6/08/2023,Controlado,32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,"- Latitud: 32º 20´ 38,5´´ - Longitud : 64º 25´ 22 ,04´´ - Ptos. de Referencia: Villa Praga y Las Chacr as - Depto. : San Martín - Bos que Nati vo 33 % - Arbustal/Matorral 33 % - Pastizal 3 4 % - BB. P L San Luis (Cu artel La Tom BB.VV. Renca, Q uines, Carpintería , Merlo y L os Moll es"
11/08/2023,Ruta 8,San Luis,6/08/2023,Controlado,32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,"- Latitud: 32º 20´ 38,5´´ - Longitud: 64º 25´ 2 2,04´´ - Ptos. de R eferencia: En Villa Praga y Las Chacra s - Depto.: San Mart ín - Bos que Nativ o 33 % - Arbustal/Matorral 33 % - P astizal 34 % - BB. PL San Luis (Cua rtel La Tom a), BB.VV. Renca, Q uines, C arpintería, Merlo y L os Moll es"
11/08/2023,"Nahuel Napá, Camino A Navia",San Luis,5/08/2023,Extinguido (10/08/2023),34° 49' 48'' S,66° 19' 58'' O,Gobernador Dupuy,- Latitud: 34º 49´ 48´´ - Lo ngitud: 66 º 19´ 58´ ´ - Dept o.: Dupuy - Bosque N ati 33 % - Arbustal/M atorral 3 3 % - Pas tizal 34 %
11/08/2023,Durazno Alto,San Luis,10/08/2023,Extinguido (10/08/2023),33° 7' 51.84'' S,66° 8' 45.911'' O,Coronel Pringles,"- Latitud: 33º 7´ 5 1,84´´ - Longitud: 66º 8´ 45, 911´´ - Depto.: Pr ingles - Su per 500,0 ha - Bosqu e Nativ o 33 % - Ar bustal/Ma torral 3 3 % - Past izal 34 % - BB Ea. Grande, El Tr apiche , La Punta, Bri For S an Luís Solidario, BB. PL Sa n L"
14/08/2023,"Au 25 De Mayo, Km 19",San Luis,12/08/2023,Extinguido (13/08/2023),33° 8' 10'' S,66° 15' 20.8'' O,Juan Martín de Pueyrredón,"- Latitud: 33º 8´ 1 0´´ - Long itud: 66º 15´ 2 0,8 ´´ - Dep to.: Puey rredón - Su 1,0 ha"
14/08/2023,Ruta 8,San Luis,6/08/2023,Extinguido (12/08/2023),32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,"- Latitud: 32º 20´ 38,5´´ - L ongitud: 6 4º 2 5´ 2 2,04´´ - Ptos. de Referencia: Villa Praga y Las Chacras - Depto.: S an Mart ín - Bos que Nati vo 33 % - Arbustal/Matorral 33 % - P astizal 34 %"
15/08/2023,Ruta 8,San Luis,6/08/2023,Extinguido (12/08/2023),32° 20' 38.5'' S,64° 25' 22.04'' O,Libertador General San Martín,- Latitud: 32º 20´ 38.5´´ - Longitud: 64º 25´ 22.04´´ - Ptos. de Referencia: Entre Villa Praga y Las Chacras - Depto.: San Martín - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 %
15/08/2023,"Au 25 De Mayo, Km 19",San Luis,12/08/2023,Extinguido (13/8/2023),33° 8' 10'' S,66° 15' 20.8'' O,Juan Martín de Pueyrredón,- Latitud: 33º 8´ 1 0´´ - Longitud: 6 6º 15´ 20.8´´ - Depto.: Pu eyrredón - Superfi cie 1.0 ha
31/08/2023,Campo Del Tambo,San Luis,26/08/2023,Controlado,32° 16' 45'' S,66° 58' 25'' O,Ayacucho,"- Latitud: 32º 16´ 45´´ - Longitu d: 6 6º 58´ 25´´ - De pto.: Ayachucho - B osque Nativo 33 % - Arbustal/Matorral 33 % - Pastiza l 34 % - 1 Avión Observ adorB(cid:9)ri For San Luís Solidario/BB.VV. L uja n, Quines, San Francisco del Mont e de Oro y Lafinur-Los C ajones"
31/08/2023,El Azud (San Francisco Del Monte De Oro),San Luis,26/08/2023,Activo,32° 40' 21.1'' S,66° 8' 34.5'' O,Ayacucho,"- Latitud: 32º 40´ 21,1´´ - Longit ud: 6 6º 8´ 34, 5´´ - Depto.: Ayachucho - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastiza l 34 % - Bri For San Luí s Solidario"
1/09/2023,Campo Del Tambo,San Luis,26/08/2023,Controlado,32° 16' 45'' S,66° 58' 25'' O,Ayacucho,"- Latitud: 32º 16´ 45´´ - Longitu d: 6 6º 58´ 25´´ - De pto.: Ayachucho - B osque Nativo 33 % - Arbustal/Matorral 33 % - Pastiza l 34 % - 1 Avión Observ adoBrr(cid:9) i For San Luís Solidario/BB.VV. L uja n, Quines, San Francisco del Mont e de Oro y Lafinur-Los C ajones"
1/09/2023,El Azud (San Francisco Del Monte De Oro),San Luis,26/08/2023,Activo,32° 40' 21.1'' S,66° 8' 34.5'' O,Ayacucho,"- Latitud: 32º 40´ 21,1´´ - Longit ud: 6 6º 8´ 34, 5´´ - Depto.: Ayachucho - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastiza l 34 % - Bri For San Luí s Solidario"
4/09/2023,El Azud (San Francisco Del Monte De Oro),San Luis,26/08/2023,Contenido,32° 40' 21.1'' S,66° 8' 34.5'' O,Ayacucho," - Latitud: 32º 40´ 21,1´´ - Longitud: 66º 8´ 34,5´´ - Depto.: Ayachucho - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - Bri For San Luís Solidario"
4/09/2023,Campo Del Tambo,San Luis,26/08/2023,Controlado,32° 16' 45'' S,66° 58' 25'' O,Ayacucho," - Latitud: 32º 16´ 45´´ - Longitud: 66º 58´ 25´´ - Depto.: Ayachucho - Superficie 700,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - 1 Avión Observador Bri For San Luís Solidario/BB.VV. Lujan, Quines, San Francisco del Monte de Oro y Lafinur-Los Cajones "
4/09/2023,Las Chacras,San Luis,1/09/2023,Extinguido (3/9/2023),33° 35' 3'' S,66° 3' 56'' O,Libertador General San Martín,- Latitud: 33º 35´ 3´´ - Longitud: 66º 3´ 56´´ - Depto.: San Martín - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 %
4/09/2023,Ea El Patria,San Luis,1/09/2023,Controlado,34° 46' 49'' S,66° 24' 5'' O,Gobernador Dupuy,- Latitud: 34º 46´ 49´´ - Longitud: 66º 24´ 5´´ - Depto.: Dupuy - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. Batavia y Buena Esperanza
4/09/2023,Las Lagunas Y La Aguada,San Luis,31/08/2023,Extinguido (1/9/2023),32° 35' 48.1'' S,65° 37' 38.7'' O,Libertador General San Martín," - Latitud: 32º 35´ 48,1´´ - Longitud: 65º 37´ 38,7´´ - Depto.: SAN LUIS - BB.VV. Los Molles, Renca, San Pablo, Merlo, La Toma y Carpintería, BB. PL de San Luís (Cuartel 6)."
5/09/2023,El Azud (San Francisco Del Monte De Oro),San Luis,26/08/2023,Contenido,32° 40' 21.1'' S,66° 8' 34.5'' O,Ayacucho,"- Latitud: 32º 40´ 21,1´´ - Longitud: 66º 8´ 34,5´´ - Depto.: Ayacucho - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - Bri For San Luís Solidario"
5/09/2023,Campo Del Tambo,San Luis,26/08/2023,Controlado,32° 16' 45'' S,66° 58' 25'' O,Ayacucho,"- Latitud: 32º 16´ 45´´ - Longitud: 66º 58´ 25´´ - Depto.: Ayacucho - Superficie 700,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - 1 Avión Observador Bri For San Luís Solidario/BB.VV. Lujan, Quines, San Francisco del Monte de Oro y Lafinur-Los Cajones"
5/09/2023,Ea El Patria,San Luis,1/09/2023,Controlado,34° 46' 49'' S,66° 24' 5'' O,Gobernador Dupuy,- Latitud: 34º 46´ 49´´ - Longitud: 66º 24´ 5´´ - Depto.: Juan Martin de Pueyrredon - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % - BB.VV. Batavia y Buena Esperanza
6/09/2023,El Azud (San Francisco Del Monte De Oro),San Luis,26/08/2023,Extinguido (5/9/2023),32° 40' 21.1'' S,66° 8' 34.5'' O,Ayacucho," - Latitud: 32º 40´ 21,1´´ - Longitud: 66º 8´ 34,5´´ - Depto.: Ayacucho - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 %"
6/09/2023,Campo Del Tambo,San Luis,26/08/2023,Extinguido (5/9/2023),32° 16' 45'' S,66° 58' 25'' O,Ayacucho,"- Latitud: 32º 16´ 45´´ - Longitud: 66º 58´ 25´´ - Depto.: Ayacucho - Superficie 700,0 ha - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 % "
6/09/2023,Ea El Patria,San Luis,1/09/2023,Extinguido (5/9/2023),34° 46' 49'' S,66° 24' 5'' O,Gobernador Dupuy,- Latitud: 34º 46´ 49´´ - Longitud: 66º 24´ 5´´ - Depto.: Juan Martin de Pueyrredon - Bosque Nativo 33 % - Arbustal/Matorral 33 % - Pastizal 34 %
13/09/2023,Merlo - Carpinteria,San Luis,12/09/2023,Extinguido (14/9/2023),32° 23' 38.3'' S,64° 58' 41.8'' O,Junín," - Latitud: 32º 23´ 38,3´´ - Longitud: 64º 58´ 41,8´´ - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - 57 BB.VV. Carpintería, Merlo, Los Molles y BB. PL San Luis (Cuartel 3). SNMF: 2 AT 802"
14/09/2023,Merlo - Carpinteria,San Luis,12/09/2023,Extinguido (14/9/2023),32° 23' 38.3'' S,64° 58' 41.8'' O,Junín," - Latitud: 32º 23´ 38,3´´ - Longitud: 64º 58´ 41,8´´ - Depto.: Junin - Bosque Nativo 34 % - Arbustal/Matorral 33 % - Pastizal 33 % - 57 BB.VV. Carpintería, Merlo, Los Molles y BB. PL San Luis (Cuartel 3). SNMF: 2 AT 802 "
15/09/2023,Merlo - Carpinteria,San Luis,12/09/2023,Extinguido (14/9/2023),32° 23' 38.3'' S,64° 58' 41.8'' O,Junín,"- Latitud: 32º 23´ 38,3´´ - Longitud: 64º 58´ 41,8 ´´ - Depto .: Junin - B osque Nativo 34 % - Arb ustal/Ma torral 33 % - Pastizal 33 %"
18/09/2023,El Tambo,San Luis,17/09/2023,Activo,32° 11' 2'' S,65° 35' 42'' O,Ayacucho,"- Latitud: 32º 11´ 2´´ - Lo ngi tud: 65º 35´ 4 2´´ - Depto.: A yacucho - Bos que Nati 30 % - Arb ustal/Matorral 30 % - Past izal 4 0 % - BB.VV. Lujan, Q uines, Lafinur- Los Cajon es, Los Molles , El Volcán, San Francisco y Br i For San Luis Solidario"
18/09/2023,Al Norte De San Francisco,San Luis,17/09/2023,Contenido,32° 20' 38'' S,66° 4' 18'' O,Ayacucho,- Latitud: 32º 20´ 38´´ - Lon gitud: 66º 4´ 1 8´´ - Bosqu e Nativo 3 0 % - Arbustal/Matorral 30 % - Pa stizal 40 % - B B.VV. San Francisco
