fecha_reporte,nombre,provincia,fecha_inicio,estado,latitud,longitud,departamento,observaciones,,
29/09/2024,La Aguada,San Luis,20/09/2024,Activo,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ] Contenido en el 80 % de su perímetro",,
29/09/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Contenido,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%. Perímetro estabilizado",,
30/09/2024,La Aguada,San Luis,20/09/2024,Activo,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ]",,
30/09/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Contenido,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Superficie: 47731,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ]",,
1/10/2024,La Aguada,San Luis,20/09/2024,Activo,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ]",,
1/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Contenido,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%. Perímetro estabilizado",,
2/10/2024,La Aguada,San Luis,20/09/2024,Activo,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ]",,
2/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Guardia de cenizas,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%.",,
3/10/2024,La Aguada,San Luis,20/09/2024,Activo,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB,VV. Quines. Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ]",,
3/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Guardia de cenizas,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%.",,
3/10/2024,Udacha,San Luis,30/09/2024,Contenido,32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Carpintería, Merlo, Los Molles. Tipo: rrhh. Subtipo: bomberos. Cantidad: 30. ] [ Institución: snmf. Tipo: aereo. Subtipo: avion_hidrante. Modelo tipo: at_802. ]",,
4/10/2024,Batavia,San Luis,1/10/2024,Activo,34° 59' 2.39'' S,65° 31' 27.42'' O,Gobernador Dupuy,"Latitud: 34° 59' 2.39'' S, Longitud: 65° 31' 27.42'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Unión, Buena Esperanza, Justo Daract, Batavia, Bri For DPYGE. Tipo: rrhh. Cantidad: 35. ]",,
4/10/2024,La Aguada,San Luis,20/09/2024,Contenido,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ]",,
4/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Guardia de cenizas,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%.",,
4/10/2024,Udacha,San Luis,30/09/2024,Contenido,32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 30. ] [ Institución: snmf. Tipo: aereo. Subtipo: avion_hidrante. Modelo tipo: at_802. Cantidad: 1. ]",,
5/10/2024,Batavia,San Luis,1/10/2024,Contenido,34° 59' 2.39'' S,65° 31' 27.42'' O,Gobernador Dupuy,"Latitud: 34° 59' 2.39'' S, Longitud: 65° 31' 27.42'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Unión, Buena Esperanza, Justo Daract, Batavia, Bri For DPYGE. Tipo: rrhh. Cantidad: 35. ]",,
5/10/2024,La Aguada,San Luis,20/09/2024,Contenido,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
5/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Guardia de cenizas,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%.",,
5/10/2024,Udacha,San Luis,30/09/2024,Contenido,32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Carpintería, Merlo, Los Molles. Tipo: rrhh. Cantidad: 30. ]",,
6/10/2024,Batavia,San Luis,1/10/2024,Contenido,34° 59' 2.39'' S,65° 31' 27.42'' O,Gobernador Dupuy,"Latitud: 34° 59' 2.39'' S, Longitud: 65° 31' 27.42'' O. - Depto.: Gobernador Dupuy. Superficie: 4500,00. [ Institución: otros. Institución: BB.VV. Unión, Buena Esperanza, Justo Daract, Batavia, Bri For DPYGE. Tipo: rrhh. Cantidad: 35. ]",,
6/10/2024,La Aguada,San Luis,20/09/2024,Contenido,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ] Sin actividad, monitoreo satelital",,
6/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Guardia de cenizas,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%.",,
6/10/2024,Udacha,San Luis,30/09/2024,Contenido,32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Carpintería, Merlo, Los Molles. Tipo: rrhh. Cantidad: 30. ]",,
7/10/2024,Udacha,San Luis,30/09/2024,Controlado,32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. [ Tipo: rrhh. Subtipo: bomberos. ]",,
7/10/2024,Batavia,San Luis,1/10/2024,Guardia de cenizas,34° 59' 2.39'' S,65° 31' 27.42'' O,Gobernador Dupuy,"Latitud: 34° 59' 2.39'' S, Longitud: 65° 31' 27.42'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. ]",,
7/10/2024,La Aguada,San Luis,20/09/2024,Guardia de cenizas,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. Cantidad: 7. ] Perímetro inestable",,
7/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Guardia de cenizas,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%",,
8/10/2024,Batavia,San Luis,1/10/2024,Controlado,34° 59' 2.39'' S,65° 31' 27.42'' O,Gobernador Dupuy,"Latitud: 34° 59' 2.39'' S, Longitud: 65° 31' 27.42'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. ]",,
8/10/2024,La Aguada,San Luis,20/09/2024,Controlado,32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Superficie: 906,00. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. ]",,
8/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Controlado,32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Superficie: 48226,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
8/10/2024,Udacha,San Luis,30/09/2024,Controlado,32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Tipo: rrhh. Subtipo: bomberos. ]",,
9/10/2024,Batavia,San Luis,1/10/2024,Extinguido (09/10/2024),34° 59' 2.39'' S,65° 31' 27.42'' O,Gobernador Dupuy,"Latitud: 34° 59' 2.39'' S, Longitud: 65° 31' 27.42'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
9/10/2024,La Aguada,San Luis,20/09/2024,Extinguido (09/10/2024),32° 18' 43.00'' S,65° 49' 48.00'' O,Ayacucho,"Latitud: 32° 18' 43.00'' S, Longitud: 65° 49' 48.00'' O. - Depto.: Ayacucho. Superficie: 906,00. Bosque Nativo: 33%. Arbustal/ Matorral: 33%. Pastizal: 34%.",,
9/10/2024,Las Lagunas/ Potrerillos,San Luis,18/09/2024,Extinguido (09/10/2024),32° 38' 12.12'' S,65° 32' 51.72'' O,Libertador General San Martín,"Latitud: 32° 38' 12.12'' S, Longitud: 65° 32' 51.72'' O. - Depto.: Libertador General San Martín. Superficie: 48226,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
9/10/2024,Udacha,San Luis,30/09/2024,Extinguido (09/10/2024),32° 23' 38.90'' S,65° 2' 47.90'' O,Junín,"Latitud: 32° 23' 38.90'' S, Longitud: 65° 2' 47.90'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
20/10/2024,La Punilla,San Luis,20/10/2024,Controlado,33° 22' 36.63'' S,65° 9' 22.71'' O,General Pedernera,"Latitud: 33° 22' 36.63'' S, Longitud: 65° 9' 22.71'' O. - Depto.: General Pedernera. Superficie: 100,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. En guardia de cenizas",,
21/10/2024,El Lugar Soñado,San Luis,21/10/2024,Contenido,32° 28' 0.20'' S,64° 59' 56.10'' O,Junín,"Latitud: 32° 28' 0.20'' S, Longitud: 64° 59' 56.10'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. ",,
21/10/2024,La Punilla,San Luis,20/10/2024,Contenido,33° 22' 36.63'' S,65° 9' 22.71'' O,General Pedernera,"Latitud: 33° 22' 36.63'' S, Longitud: 65° 9' 22.71'' O. - Depto.: General Pedernera."
21/10/2024,Paso del Rey,San Luis,21/10/2024,Contenido,32° 58' 52.50'' S,65° 59' 21.20'' O,Coronel Pringles,"Latitud: 32° 58' 52.50'' S, Longitud: 65° 59' 21.20'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
22/10/2024,Chañar Sabino,San Luis,22/10/2024,Extinguido (22/10/2024),35° 19' 45.89'' S,66° 7' 52.47'' O,Gobernador Dupuy,"Latitud: 35° 19' 45.89'' S, Longitud: 66° 7' 52.47'' O. - Depto.: Gobernador Dupuy. Superficie: 440,00. Bosque Nativo: 33%.",,
22/10/2024,El Lugar Soñado,San Luis,21/10/2024,Extinguido (22/10/2024),32° 28' 0.20'' S,64° 59' 56.10'' O,Junín,"Latitud: 32° 28' 0.20'' S, Longitud: 64° 59' 56.10'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. ",,
22/10/2024,La Compañía,San Luis,22/10/2024,Extinguido (22/10/2024),34° 27' 22.50'' S,65° 23' 20.29'' O,Gobernador Dupuy,"Latitud: 34° 27' 22.50'' S, Longitud: 65° 23' 20.29'' O. - Depto.: Gobernador Dupuy. Superficie: 450,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. ",,
22/10/2024,La Punilla,San Luis,20/10/2024,Extinguido (22/10/2024),33° 22' 36.63'' S,65° 9' 22.71'' O,General Pedernera,"Latitud: 33° 22' 36.63'' S, Longitud: 65° 9' 22.71'' O. - Depto.: General Pedernera. Superficie: 100,00.",,
22/10/2024,Paso del Rey,San Luis,21/10/2024,Extinguido (22/10/2024),32° 58' 52.50'' S,65° 59' 21.20'' O,Coronel Pringles,"Latitud: 32° 58' 52.50'' S, Longitud: 65° 59' 21.20'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. ",,
22/10/2024,Santiago Ballester,San Luis,22/10/2024,Extinguido (22/10/2024),34° 52' 52.68'' S,65° 51' 19.80'' O,Gobernador Dupuy,"Latitud: 34° 52' 52.68'' S, Longitud: 65° 51' 19.80'' O. - Depto.: Gobernador Dupuy. Superficie: 425,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%.",,
29/10/2024,Las Chacras,San Luis,29/10/2024,Activo,32° 35' 45.80'' S,65° 53' 9.48'' O,Libertador General San Martín,"Latitud: 32° 35' 45.80'' S, Longitud: 65° 53' 9.48'' O. - Depto.: Libertador General San Martín. Dpto. Libertador Gral Jose de San Martin",,
30/10/2024,Banquina 1,San Luis,28/10/2024,Extinguido (30/10 /2024),34° 27' 10.85'' S,65° 9' 10.53'' O,Gobernador Dupuy,"Latitud: 34° 27' 10.85'' S, Longitud: 65° 9' 10.53'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Buena Esperanza. Tipo: rrhh. Subtipo: bomberos. ]",,
30/10/2024,Banquina 2,San Luis,28/10/2024,Extinguido (30/10 /2024),34° 20' 55.00'' S,65° 19' 42.24'' O,Gobernador Dupuy,"Latitud: 34° 20' 55.00'' S, Longitud: 65° 19' 42.24'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Buena Esperanza. Tipo: rrhh. Subtipo: bomberos. ]",,
30/10/2024,Las Chacras,San Luis,29/10/2024,Controlado,32° 35' 45.80'' S,65° 53' 9.48'' O,Libertador General San Martín,"Latitud: 32° 35' 45.80'' S, Longitud: 65° 53' 9.48'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: Cuartel 6 La Toma DG11. Tipo: rrhh. Subtipo: bomberos. ] [ Institución: otros. Institución: BB.VV. La Toma. Tipo: rrhh. Subtipo: bomberos. ]",,
30/10/2024,Arroyo Benitez,San Luis,29/10/2024,Controlado,32° 30' 47.00'' S,64° 59' 12.00'' O,Chacabuco,"Latitud: 32° 30' 47.00'' S, Longitud: 64° 59' 12.00'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Cortaderas. Tipo: rrhh. Subtipo: bomberos. ]",,
31/10/2024,Arroyo Benitez,San Luis,29/10/2024,Controlado,32° 30' 47.00'' S,64° 59' 12.00'' O,Chacabuco,"Latitud: 32° 30' 47.00'' S, Longitud: 64° 59' 12.00'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Cortaderas. Tipo: rrhh. Subtipo: bomberos. ]",,
31/10/2024,Las Chacras,San Luis,29/10/2024,Controlado,32° 35' 45.80'' S,65° 53' 9.48'' O,Libertador General San Martín,"Latitud: 32° 35' 45.80'' S, Longitud: 65° 53' 9.48'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: Cuartel 6 La Toma DG11. Tipo: rrhh. Subtipo: plan_provincial_manejo_del_fuego. ] [ Institución: otros. Institución: BB.VV. La Toma. Tipo: rrhh. Subtipo: bomberos. ]",,
1/11/2024,Arroyo Benitez,San Luis,29/10/2024,Extinguido (01/11 /2024),32° 30' 47.00'' S,64° 59' 12.00'' O,Chacabuco,"Latitud: 32° 30' 47.00'' S, Longitud: 64° 59' 12.00'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Cortaderas. Tipo: rrhh. Subtipo: bomberos. ]",,
1/11/2024,Las Chacras,San Luis,29/10/2024,Extinguido (01/11 /2024),32° 35' 45.80'' S,65° 53' 9.48'' O,Libertador General San Martín,"Latitud: 32° 35' 45.80'' S, Longitud: 65° 53' 9.48'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: Cuartel 6 La Toma DG11. Tipo: rrhh. Subtipo: bomberos. ] [ Institución: otros. Institución: BB.VV. La Toma. Tipo: rrhh. Subtipo: bomberos. ]",,
2/11/2024,Acceso Arroyo Chorro San Ignacio,San Luis,1/11/2024,Contenido,32° 37' 53.80'' S,64° 58' 12.00'' O,Coronel Pringles,"Latitud: 32° 37' 53.80'' S, Longitud: 64° 58' 12.00'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Papagayos, Cortaderas, Carpintería, Merlo, Concarán. Tipo: rrhh. Subtipo: bomberos. ]",,
3/11/2024,Acceso Arroyo Chorro San Ignacio,San Luis,1/11/2024,Contenido,32° 37' 53.80'' S,64° 58' 12.00'' O,Coronel Pringles,"Latitud: 32° 37' 53.80'' S, Longitud: 64° 58' 12.00'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Papagayos, Cortaderas, Carpintería, Merlo, Concarán. Tipo: rrhh. Subtipo: bomberos. ]",,
4/11/2024,Acceso Arroyo Chorro San Ignacio,San Luis,1/11/2024,Extinguido (04/11 /2024),32° 37' 53.80'' S,64° 58' 12.00'' O,Coronel Pringles,"Latitud: 32° 37' 53.80'' S, Longitud: 64° 58' 12.00'' O. - Depto.: Coronel Pringles. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Papagayos, Cortaderas, Carpintería, Merlo, Concarán. Tipo: rrhh. Subtipo: bomberos. ]",,
7/11/2024,Buena Esperanza,San Luis,5/11/2024,Extinguido (07/11 /2024),32° 15' 21.60'' S,65° 19' 35.04'' O,Gobernador Dupuy,"Latitud: 32° 15' 21.60'' S, Longitud: 65° 19' 35.04'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Buena Esperanza y Justo Daract. Tipo: rrhh. Subtipo: bomberos. ]",,
7/11/2024,Los Puquios,San Luis,7/11/2024,Contenido,33° 16' 6.20'' S,66° 10' 27.40'' O,Juan Martín de Pueyrredón,"Latitud: 33° 16' 6.20'' S, Longitud: 66° 10' 27.40'' O. - Depto.: Juan Martín de Pueyrredón. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. El Vocán y DG11 (Cuartel 4). Tipo: rrhh. Subtipo: bomberos. ]",,
8/11/2024,Los Puquios,San Luis,7/11/2024,Contenido,33° 16' 6.20'' S,66° 10' 27.40'' O,Juan Martín de Pueyrredón,"Latitud: 33° 16' 6.20'' S, Longitud: 66° 10' 27.40'' O. - Depto.: Juan Martín de Pueyrredón. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. El Vocán y DG11 (Cuartel 4). Tipo: rrhh. Subtipo: bomberos. ]",,
9/11/2024,Los Puquios,San Luis,7/11/2024,Contenido,33° 16' 6.20'' S,66° 10' 27.40'' O,Juan Martín de Pueyrredón,"Latitud: 33° 16' 6.20'' S, Longitud: 66° 10' 27.40'' O. - Depto.: Juan Martín de Pueyrredón. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. El Vocán y DG11 (Cuartel 4). Tipo: rrhh. Subtipo: bomberos. ]",,
10/11/2024,Los Puquios,San Luis,7/11/2024,Extinguido (10/11 /2024),33° 16' 6.20'' S,66° 10' 27.40'' O,Juan Martín de Pueyrredón,"Latitud: 33° 16' 6.20'' S, Longitud: 66° 10' 27.40'' O. - Depto.: Juan Martín de Pueyrredón. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. El Vocán y DG11 (Cuartel 4). Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,Camino Rural Naschel,San Luis,15/11/2024,Extinguido (20/11 /2024),33° 0' 56.00'' S,65° 18' 40.02'' O,Chacabuco,"Latitud: 33° 0' 56.00'' S, Longitud: 65° 18' 40.02'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Naschel. Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,Las Chacras,San Luis,13/11/2024,Extinguido (20/11 /2024),32° 42' 39.70'' S,65° 51' 25.50'' O,Libertador General San Martín,"Latitud: 32° 42' 39.70'' S, Longitud: 65° 51' 25.50'' O. - Depto.: Libertador General San Martín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. La Toma, Renca, San Pablo y DG11. Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,"Ruta 10, Villa del Carmen",San Luis,15/11/2024,Extinguido (20/11 /2024),33° 8' 10.20'' S,65° 18' 59.80'' O,Chacabuco,"Latitud: 33° 8' 10.20'' S, Longitud: 65° 18' 59.80'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa del Carmen, BB DG11 Cuartel 6. Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,Santa Rosa de Conlara,San Luis,13/11/2024,Extinguido (20/11 /2024),32° 20' 6.89'' S,65° 13' 29.68'' O,Junín,"Latitud: 32° 20' 6.89'' S, Longitud: 65° 13' 29.68'' O. - Depto.: Junín. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Santa Rosa de Conlara. Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,Sur de Unión,San Luis,18/11/2024,Extinguido (20/11 /2024),35° 36' 37.00'' S,66° 2' 41.60'' O,Gobernador Dupuy,"Latitud: 35° 36' 37.00'' S, Longitud: 66° 2' 41.60'' O. - Depto.: Gobernador Dupuy. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Unión. Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,Villa Larca,San Luis,13/11/2024,Controlado,32° 34' 3.53'' S,64° 59' 4.52'' O,Chacabuco,"Latitud: 32° 34' 3.53'' S, Longitud: 64° 59' 4.52'' O. - Depto.: Chacabuco. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Villa Larca. Tipo: rrhh. Subtipo: bomberos. ]",,
20/11/2024,Villa Larca 2,San Luis,18/11/2024,Extinguido (20/11 /2024),32° 32' 42.85'' S,64° 59' 9.85'' O,Chacabuco,"Latitud: 32° 32' 42.85'' S, Longitud: 64° 59' 9.85'' O. - Depto.: Chacabuco. Superficie: 1,00. Bosque Nativo: 33%. Arbustal/Matorral: 33%. Pastizal: 34%. [ Institución: otros. Institución: BB.VV. Cortaderas. Tipo: rrhh. Subtipo: bomberos. ]",,
